StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_TractID,Population2010,Insurance,HighBloodPressure,Cancer,Asthma,HeartDisease,AnnualCheckUps,Smokes,MentalHealthIssues,Latitude,Longitude,CountyFIPS
IL,Chicago,1714000,17031380500,1714000-17031380500,752,24.9,42.8,4,14.6,6,73.8,33,22.9,41.82009886,-87.62779425,17031
IL,Chicago,1714000,17031381500,1714000-17031381500,237,18.9,41.7,4.5,12.7,5.7,74.7,25.7,17.6,41.8101927,-87.62286192,17031
IL,Chicago,1714000,17031690500,1714000-17031690500,877,17.3,45.8,5.7,11.9,7.3,77.5,22.3,15.4,41.76816566,-87.61210856,17031
IL,Chicago,1714000,17031770902,1714000-17031770902,196,13.8,17.8,3,8.6,2.5,58.9,20.1,13.2,41.97207538,-87.84409279,17031
IL,Chicago,1714000,17031810400,1714000-17031810400,281,8.4,28.6,8.3,7.4,5.7,69.4,12.1,8.7,41.98393795,-87.83111285,17031
IL,Chicago,1714000,17031841000,1714000-17031841000,849,10.8,31.7,5.3,8.6,4.4,71.5,13.3,9.8,41.84844846,-87.61738686,17031
IL,Decatur,1718823,17115002300,1718823-17115002300,550,9,36.3,8.5,9.2,7.1,69.7,17.3,11.4,39.83508197,-88.86832828,17115
IL,Decatur,1718823,17115002901,1718823-17115002901,276,8,28.7,6.7,9.2,4.6,67.7,14.1,10.9,39.9126615,-88.96891584,17115
IL,Elgin,1723074,17089850600,1723074-17089850600,639,10.1,30,7.9,8.4,5.5,70.5,12,9.7,42.08025913,-88.33298878,17089
IL,Joliet,1738570,17197880417,1738570-17197880417,571,10.1,29.2,6,8.9,4.5,69.5,16.2,11.3,41.57212659,-88.18629955,17197
IL,Joliet,1738570,17197882300,1738570-17197882300,878,22.2,33.2,4.7,10.1,5.3,69.2,22.3,15.7,41.52076036,-88.05345297,17197
IL,Joliet,1738570,17197882900,1738570-17197882900,376,16.1,32.6,5.9,10,5.7,69.1,21.8,14.8,41.51038923,-88.10760797,17197
IL,Joliet,1738570,17197883100,1738570-17197883100,306,17.2,49.3,6.7,11.9,8.3,78.6,22,14.9,41.48047355,-88.0773495,17197
IL,Joliet,1738570,17197883307,1738570-17197883307,152,12.7,25.8,4.7,8.9,3.7,67.3,18.4,12.4,41.45210969,-88.08123421,17197
IL,Naperville,1751622,17197880310,1751622-17197880310,363,8.3,25.2,4.2,7.8,2.6,70.4,12.8,9.2,41.67769315,-88.22348991,17197
IL,Peoria,1759000,17143003402,1759000-17143003402,931,6.5,32,7.4,8.6,5.4,69.2,13,9.9,40.82887524,-89.59628662,17143
IL,Peoria,1759000,17143003900,1759000-17143003900,628,9.1,20.9,3.9,8,2.4,62.3,15.7,10.1,40.80394861,-89.66080502,17143
IL,Peoria,1759000,17143004400,1759000-17143004400,619,14.8,29.8,3.9,12.8,3.7,70.6,20.5,16.1,40.70705036,-89.63448139,17143
IL,Peoria,1759000,17143004802,1759000-17143004802,255,13.1,35.3,6.3,10.7,5.9,68.8,21.9,14.3,40.67664024,-89.64387637,17143
IL,Rockford,1765000,17201003601,1765000-17201003601,195,16.2,30.5,4.8,9.2,5.3,62.5,25.3,14.6,42.30658461,-89.14387161,17201
IL,Rockford,1765000,17201003707,1765000-17201003707,729,14.3,30.7,4.7,10.4,4.6,67.6,20.4,14.5,42.21470404,-89.02637876,17201
IL,Rockford,1765000,17201003710,1765000-17201003710,881,13.4,22.9,3.8,9.1,3,63,19.4,12.6,42.23433631,-89.006089,17201
IL,Rockford,1765000,17201003711,1765000-17201003711,663,14,29.2,5.1,9.7,4.5,64.9,22.3,14,42.20161703,-89.09763735,17201
IL,Rockford,1765000,17201003801,1765000-17201003801,492,11.2,28.6,5.6,9.1,4.5,66.1,18.6,12.1,42.33030462,-89.08865549,17201
IL,Schaumburg,1768003,17031804102,1768003-17031804102,355,7.5,21.5,5.4,7.4,3.1,66.3,11.2,8.5,42.0765709,-88.06503696,17031
IL,Schaumburg,1768003,17031804606,1768003-17031804606,533,8.8,26.3,6.7,8,4.5,68.1,14.2,10,42.01054789,-88.05033594,17031
IL,Schaumburg,1768003,17031804706,1768003-17031804706,712,8,30.4,7.8,8.1,5.9,70.2,13.4,9.9,42.05395825,-88.10191091,17031
IL,Schaumburg,1768003,17031804714,1768003-17031804714,809,11.5,16.6,3,7.8,1.9,60.5,16.1,10.8,42.06314044,-88.08329761,17031
IL,Schaumburg,1768003,17031804715,1768003-17031804715,411,14.4,33,7.2,8.8,7.1,68.4,19.3,12.7,42.04518148,-88.10126227,17031
IL,Springfield,1772000,17167000700,1772000-17167000700,660,14.6,34.9,6.4,11.1,7,66.8,26.2,17,39.81148088,-89.62750688,17167
IL,Springfield,1772000,17167002700,1772000-17167002700,634,12.2,30.1,6.1,10.5,5.5,65.9,22.1,15,39.75209781,-89.6459614,17167
IL,Springfield,1772000,17167002801,1772000-17167002801,380,13.1,27.4,3.6,11.7,3,68.5,20.5,15.1,39.76847912,-89.66683303,17167
IL,Springfield,1772000,17167003801,1772000-17167003801,745,12.3,30,5.5,10.3,5.6,63.8,24.8,16,39.83657394,-89.58532502,17167
IL,Waukegan,1779293,17097860600,1779293-17097860600,602,15.7,29.9,4.2,9.8,4.2,66.2,20.8,14.1,42.42553578,-87.84436673,17097
IL,Waukegan,1779293,17097861603,1779293-17097861603,540,7.1,29.1,6.5,8.2,4.4,69.5,12.4,9.2,42.33263703,-87.93106551,17097
IL,Waukegan,1779293,17097861701,1779293-17097861701,587,13.5,35.6,7.5,9,6.6,70.7,15.9,11.3,42.39207557,-87.82385924,17097
IN,Bloomington,1805860,18105000502,1805860-18105000502,705,13.3,28,5.2,10.4,5,59.8,25.9,17.1,39.12900083,-86.58640989,18105
IN,Carmel,1810342,18057110404,1810342-18057110404,600,7.6,19,4.1,9,2.4,60,13.1,11.1,40.0013021,-86.16243298,18057
IN,Evansville,1822000,18163001800,1822000-18163001800,648,12.6,42.1,7.8,9.8,9.4,69.7,24.5,15.5,37.97408564,-87.57367563,18163
IN,Evansville,1822000,18163010202,1822000-18163010202,556,9.6,37.5,9.1,9.3,7.6,71.8,18.4,12.5,38.02589237,-87.52666572,18163
IN,Fort Wayne,1825000,18003011702,1825000-18003011702,51,9.6,35.2,7.8,10.1,6.8,68,21.6,14,40.98797096,-85.18850466,18003
IN,Fort Wayne,1825000,18003980001,1825000-18003980001,664,16.5,18.2,2.4,13.4,3.1,59.2,24.3,25.7,41.11805744,-85.11023969,18003
IN,Fort Wayne,1825000,18003980002,1825000-18003980002,81,15.8,44.3,6.9,10.8,12.8,64.3,34.7,22,41.12509578,-85.159542,18003
IN,Gary,1827000,18089010500,1827000-18089010500,957,21.7,50.4,5.6,13.4,9.4,75.7,29.7,20,41.59895675,-87.33208266,18089
IN,Gary,1827000,18089010900,1827000-18089010900,977,22.2,58.7,7.2,13.4,13,78.6,29.6,19.3,41.59246907,-87.36609801,18089
IN,Gary,1827000,18089011700,1827000-18089011700,826,20.7,59.4,7.5,13.1,13.3,79.1,27.5,18.4,41.58657322,-87.33655567,18089
IN,Gary,1827000,18089012100,1827000-18089012100,940,21.4,57.7,6.6,12.9,12.2,78.2,29.5,18.9,41.57284564,-87.33079629,18089
NY,New York,3651000,36061010400,3651000-36061010400,966,6.2,26.2,8.6,7.8,5.6,74.7,9.3,8.7,40.76077909,-73.97767288,36061
IN,Indianapolis,1836003,18097357500,1836003-18097357500,656,13.3,38.6,7.8,10.8,8.6,67.9,23.2,14.9,39.73432811,-86.0961682,18097
IN,Lafayette,1840788,18157010800,1840788-18157010800,379,9.4,38.4,11.7,9.2,7.8,74.2,12.7,10.8,40.41584037,-86.82866341,18157
IN,Muncie,1851876,18035001700,1851876-18035001700,418,18.3,26.8,3.6,13.3,4.7,61.9,33.1,23.6,40.16491113,-85.4021512,18035
IN,Muncie,1851876,18035002401,1851876-18035002401,171,12.9,32,6.7,10.6,6.1,66.6,22.6,15.4,40.18169929,-85.44826886,18035
IN,Muncie,1851876,18035002500,1851876-18035002500,170,9.1,53,14.7,9.3,14.4,80.6,13.9,10.3,40.22484619,-85.44718424,18035
IN,South Bend,1871000,18141011202,1871000-18141011202,474,12.9,49.2,13.9,9.1,15.3,75.1,15.2,13.5,41.69905662,-86.2585053,18141
IN,South Bend,1871000,18141011303,1871000-18141011303,513,14.2,35.8,6.6,11.4,6.1,71.6,20.5,15,41.73141633,-86.26394774,18141
IN,South Bend,1871000,18141011801,1871000-18141011801,95,9.5,24.2,5.3,8.6,3.7,62.3,18.5,12.2,41.62064219,-86.25784847,18141
IN,South Bend,1871000,18141011900,1871000-18141011900,779,10.5,43.6,12.2,8.6,11.2,74.2,15.3,11,41.603078,-86.25470997,18141
IA,Cedar Rapids,1912000,19113000300,1912000-19113000300,355,8.9,26.9,5.7,8.9,4.5,68.2,20.8,11.7,42.03464384,-91.63236397,19113
IA,Cedar Rapids,1912000,19113000500,1912000-19113000500,118,8.2,28,6.1,9.4,4.8,68.7,20.9,12.2,41.9987673,-91.59179847,19113
IA,Cedar Rapids,1912000,19113000600,1912000-19113000600,721,8.7,32.3,10.1,8.7,7,73.1,14.7,9.8,42.02018595,-91.62067497,19113
IA,Des Moines,1921000,19153010500,1921000-19153010500,239,15.4,26,4.7,8.5,3.8,66.9,16.7,11.5,41.64216993,-93.6063468,19153
IA,Des Moines,1921000,19153011028,1921000-19153011028,94,6.2,33.8,7.9,8.1,6.2,72.5,14,9.3,41.52802656,-93.68770787,19153
IA,Iowa City,1938595,19103010400,1938595-19103010400,475,13,24.6,4.7,9.5,3.9,66.8,19.2,12.4,41.63510795,-91.54736807,19103
IA,Sioux City,1973335,19193003300,1973335-19193003300,520,7,31.3,7.9,9.3,6,70.6,17.7,10.9,42.46480613,-96.31596021,19193
IA,Waterloo,1982425,19013002604,1982425-19013002604,346,8.9,35,8.4,8.8,7.3,72,19,10.6,42.55255119,-92.34978238,19013
IA,Waterloo,1982425,19013003002,1982425-19013003002,111,7,28.2,7.2,8.4,5.3,69.4,17,9.7,42.45374539,-92.4261702,19013
KS,Kansas City,2036000,20209040300,2036000-20209040300,738,27,51.4,5.7,12.9,8.7,74.4,28.9,17.1,39.14353028,-94.65899821,20209
KS,Kansas City,2036000,20209040800,2036000-20209040800,542,33.5,56,6.1,12.8,11.9,74,32.3,19.1,39.12996791,-94.63086474,20209
KS,Kansas City,2036000,20209041800,2036000-20209041800,978,27.1,57.5,6.9,11.8,13,73.4,30.7,17.5,39.11614966,-94.62580483,20209
KS,Kansas City,2036000,20209042501,2036000-20209042501,61,30.5,50.8,7.7,10.6,11.5,68.2,31.1,16,39.09128862,-94.6184317,20209
KS,Kansas City,2036000,20209043000,2036000-20209043000,82,27.7,45.1,6.9,10.3,10.4,65.8,31.7,17.8,39.07669855,-94.61348133,20209
KS,Kansas City,2036000,20209044004,2036000-20209044004,602,31.6,41.9,6.4,11.1,10.3,63.3,32.6,19.4,39.073911,-94.75086111,20209
KS,Lawrence,2038900,20045001500,2038900-20045001500,608,14.2,26.8,5.3,9.1,4.1,65.3,18.9,11.6,38.99815304,-95.28161614,20045
KS,Olathe,2052575,20091053801,2052575-20091053801,347,12.3,25.7,5.4,8.8,4.2,68.3,17.2,10.9,38.80846001,-94.83283257,20091
KS,Overland Park,2053775,20091051700,2053775-20091051700,860,7,34.2,12.1,7.4,6.9,77.9,6.8,6.1,38.95323302,-94.6256359,20091
KS,Overland Park,2053775,20091052201,2053775-20091052201,247,13.6,29.4,6.9,9,5.7,69.8,16.1,10.9,39.0412568,-94.67982628,20091
KS,Topeka,2071000,20177003301,2071000-20177003301,574,14.2,26.8,5.7,9.6,4.1,68.8,19.2,12,39.09935716,-95.65646148,20177
KS,Topeka,2071000,20177003400,2071000-20177003400,465,11.3,32.4,7.6,8.9,5.2,72.2,17.1,10.1,39.10228186,-95.67916181,20177
KS,Topeka,2071000,20177003901,2071000-20177003901,325,12,29.8,6.4,9.5,4.2,71.7,17,10.6,39.01630832,-95.61180038,20177
KS,Wichita,2079000,20173006600,2079000-20173006600,861,20.6,28.6,3.6,10.7,3.8,64.3,24.3,16.9,37.6369682,-97.2786057,20173
KS,Wichita,2079000,20173010111,2079000-20173010111,223,10.4,30.3,6.7,8.1,4.7,68.4,13.1,9.8,37.76415911,-97.25109743,20173
KS,Wichita,2079000,20173010116,2079000-20173010116,696,12,24.4,4.4,8.2,2.9,64.2,16.1,10.7,37.77301325,-97.20708952,20173
KY,Lexington,2146027,21067003916,2146027-21067003916,501,4.1,37.9,9.2,8.6,7,77.1,11.6,8.8,38.02894104,-84.39136979,21067
KY,Louisville,2148006,21111010001,2148006-21111010001,381,4.5,42.6,11.1,8.7,8.8,80.6,11.8,9,38.26736702,-85.65025811,21111
KY,Louisville,2148006,21111010004,2148006-21111010004,195,7.9,33.3,5.9,11,5.4,73.4,22.6,14.9,38.26405317,-85.61894466,21111
KY,Louisville,2148006,21111010005,2148006-21111010005,938,7.7,37.4,8.2,10,7.3,76,19.2,12.7,38.27512275,-85.57277423,21111
KY,Louisville,2148006,21111010006,2148006-21111010006,271,5.2,50.1,13.7,9.5,11.3,84.1,12.6,9.7,38.27958706,-85.57934152,21111
KY,Louisville,2148006,21111010007,2148006-21111010007,843,4.7,38.7,8.9,8.9,7,78.6,13.4,9.6,38.28175308,-85.62081879,21111
KY,Louisville,2148006,21111010008,2148006-21111010008,972,7.4,31.8,6.4,9.7,5.2,75.1,16,11.5,38.28653766,-85.60043333,21111
KY,Louisville,2148006,21111010312,2148006-21111010312,57,3.5,42.8,10.1,8.7,7.7,81.2,11.9,8.6,38.35791017,-85.60612344,21111
KY,Louisville,2148006,21111010601,2148006-21111010601,60,5.5,27.7,5.9,8.9,4.7,72.1,14.8,10.9,38.25109431,-85.65248753,21111
KY,Louisville,2148006,21111010701,2148006-21111010701,761,6.3,23.8,5.7,9,4,71.8,13.4,10.6,38.24016246,-85.61044511,21111
KY,Louisville,2148006,21111010705,2148006-21111010705,640,8.9,23,3.4,8.7,2.6,71.2,15.3,10.8,38.24390009,-85.57443779,21111
KY,Louisville,2148006,21111011112,2148006-21111011112,328,8,24.6,3.6,10.4,3.3,71.5,18,13.8,38.20300091,-85.60151548,21111
KY,Louisville,2148006,21111011403,2148006-21111011403,921,10.2,39.9,7.6,10.7,9,74.5,25.5,15.5,38.1863981,-85.71292788,21111
KY,Louisville,2148006,21111012802,2148006-21111012802,769,13.2,57.1,8,12.9,11.8,83.4,26.6,16.4,38.21845762,-85.78943353,21111
LA,Baton Rouge,2205000,22033003201,2205000-22033003201,120,17.4,33.1,2.5,11.3,2.2,75.6,24.6,18.3,30.52971121,-91.1415567,22033
LA,Baton Rouge,2205000,22033003507,2205000-22033003507,142,14,36.2,3.9,10.2,3.2,77.1,20.2,14.8,30.47723615,-91.05318322,22033
LA,Baton Rouge,2205000,22033004011,2205000-22033004011,784,14.7,29.5,4.1,9,5,65.2,24.4,19.3,30.37655691,-91.13725142,22033
LA,Lafayette,2240735,22055001402,2240735-22055001402,526,8.9,24,4.6,8.4,3.1,69,17.6,13.4,30.13225331,-92.03953343,22055
LA,Lafayette,2240735,22055001411,2240735-22055001411,686,11,30.4,6.1,8.8,5.6,70.5,19.9,15,30.18332326,-91.99588051,22055
LA,Lafayette,2240735,22055001903,2240735-22055001903,687,12.6,34.7,6.5,9,7,71.2,23.1,16.8,30.18877148,-92.0981356,22055
LA,Lafayette,2240735,22055001905,2240735-22055001905,239,14.4,28,4.8,9,5.1,67.4,23.6,17.5,30.17503654,-92.0865055,22055
LA,Lake Charles,2241155,22019001700,2241155-22019001700,592,14.3,29.6,5.2,9.7,5.6,66.3,24.9,18.4,30.1851171,-93.17343748,22019
LA,New Orleans,2255000,22071000601,2255000-22071000601,849,25.9,52.7,5.8,14.4,10.6,77.2,36.1,25.2,29.93280999,-90.04094566,22071
LA,New Orleans,2255000,22071000701,2255000-22071000701,568,20.2,51.6,6.1,12.1,9.7,78,28.9,19.6,29.9714272,-90.02164221,22071
LA,New Orleans,2255000,22071000901,2255000-22071000901,616,19.6,52.4,6.1,12,9.6,78.1,28.6,19.2,29.96688313,-90.00499127,22071
LA,New Orleans,2255000,22071000902,2255000-22071000902,320,19.4,50.6,5.6,11.3,8.3,77.6,28.5,17.9,29.9743449,-90.01094173,22071
LA,New Orleans,2255000,22071000903,2255000-22071000903,508,18.1,51.5,5.7,11.2,8.7,77.9,27.6,18,29.96863777,-90.01329153,22071
LA,New Orleans,2255000,22071000904,2255000-22071000904,830,20.8,56.4,6.1,12.1,11.5,78.3,31.4,20.7,29.96363997,-90.01525839,22071
LA,New Orleans,2255000,22071001500,2255000-22071001500,929,22.7,48.8,5.1,11.8,9.2,74.1,32.5,21.6,29.97594182,-90.04574023,22071
LA,New Orleans,2255000,22071001730,2255000-22071001730,832,15.7,40.9,4.4,10.9,5,75.5,24.5,16.3,30.08781586,-89.89828946,22071
LA,New Orleans,2255000,22071001734,2255000-22071001734,892,10.5,39,8.2,8.2,8.1,71.3,21.5,13.7,30.10554062,-89.75269859,22071
LA,New Orleans,2255000,22071001751,2255000-22071001751,836,30.1,51.3,5.7,11.5,12.4,72.2,35.2,23.8,30.03013773,-89.91081312,22071
LA,New Orleans,2255000,22071002100,2255000-22071002100,856,20.3,50.4,5.4,11.9,8.7,77.1,30.2,19.9,29.98054664,-90.05472533,22071
LA,New Orleans,2255000,22071006900,2255000-22071006900,806,25.8,53.2,5,13,10,75.2,37.6,25,29.95183397,-90.09160151,22071
LA,New Orleans,2255000,22071008600,2255000-22071008600,900,26.7,53.7,5.5,12.2,11.3,75,35.1,22.5,29.94481847,-90.0896679,22071
LA,New Orleans,2255000,22071013600,2255000-22071013600,933,12.5,38.3,5.3,9.4,5.9,71.5,21.7,14.9,29.96557649,-90.03572421,22071
LA,New Orleans,2255000,22071013800,2255000-22071013800,974,18.8,52.6,6.4,12.3,10.2,78.1,28.5,20.2,29.99610497,-90.07957346,22071
LA,New Orleans,2255000,22071014300,2255000-22071014300,944,23.3,56.1,6.1,12.5,11.9,77.5,32.7,22,29.93984245,-90.09250081,22071
LA,Shreveport,2270000,22015010400,2270000-22015010400,103,20,53.3,6.9,11.8,10.2,77.7,30.1,21.3,32.5398094,-93.74462965,22015
LA,Shreveport,2270000,22015010801,2270000-22015010801,381,18.2,35.3,5.7,9.9,7.1,68,27.2,19.4,32.492803,-93.71062905,22015
LA,Shreveport,2270000,22017020600,2270000-22017020600,947,21.4,59,7.5,11.8,12.9,82.4,28.3,19,32.5154636,-93.76684837,22017
LA,Shreveport,2270000,22017024102,2270000-22017024102,341,13,46.4,9.5,9,10.2,77.5,21.8,14.9,32.37764369,-93.79241459,22017
LA,Shreveport,2270000,22017024304,2270000-22017024304,96,11.7,29.7,5.6,8.4,4.8,68.4,23,15.3,32.41704999,-93.91703224,22017
LA,Shreveport,2270000,22017024503,2270000-22017024503,674,16.2,39.9,4.2,11.6,5,78.1,24.4,18.4,32.58389906,-93.80462387,22017
LA,Shreveport,2270000,22017025406,2270000-22017025406,64,8.7,41.9,8.8,8.4,8.9,75.1,20.5,14.4,32.52121938,-93.87584778,22017
MD,Baltimore,2404000,24510040200,2404000-24510040200,838,8.7,16.9,2.1,9.4,1.7,64.8,15.9,14.2,39.29033537,-76.62505678,24510
MD,Baltimore,2404000,24510130805,2404000-24510130805,985,9.5,46.8,8.4,10.8,7.4,81.2,16.1,12.1,39.35050067,-76.65353001,24510
MD,Baltimore,2404000,24510180200,2404000-24510180200,977,17.1,52.2,6.6,13.2,10.1,79.8,28.9,18.9,39.29146573,-76.63613891,24510
MD,Baltimore,2404000,24510260303,2404000-24510260303,778,17.5,40.8,5.7,13.7,7.7,73.8,31.7,22.8,39.31259286,-76.56045458,24510
MD,Baltimore,2404000,24510271503,2404000-24510271503,856,4.7,39.1,12.6,8.2,7.8,79.8,8.8,8.3,39.35286926,-76.64568606,24510
MA,Boston,2507000,25025980101,2507000-25025980101,535,19.2,43,4.1,11.8,10.1,72,35.2,22.5,42.32866251,-70.96513393,25025
MA,Boston,2507000,25025980300,2507000-25025980300,338,22.1,44.8,4.9,12.9,12.2,71.6,40.1,24.9,42.30267658,-71.09493373,25025
MA,Boston,2507000,25025981100,2507000-25025981100,418,14.7,27.7,3.3,11,3.7,72,24.2,15.7,42.28792985,-71.10471389,25025
MA,Boston,2507000,25025981202,2507000-25025981202,207,9.7,8.5,1.2,7.9,0.8,61.3,15.3,12.2,42.34292381,-71.02861959,25025
MA,Boston,2507000,25025981300,2507000-25025981300,389,6.5,15.6,3.5,8.9,2.2,67.3,12.9,10.8,42.36345271,-71.01223989,25025
MA,Boston,2507000,25025981800,2507000-25025981800,82,2.4,32.7,13,8.6,6.1,84.2,4.3,6,42.32857493,-71.11107401,25025
MI,Detroit,2622000,26163504800,2622000-26163504800,793,19.1,51.9,5.8,14.7,10,80.1,32.3,19.6,42.40896976,-83.01337047,26163
MI,Detroit,2622000,26163507800,2622000-26163507800,772,25,51.8,5.5,16.6,11.4,78.1,39.9,24.4,42.42439209,-83.09703837,26163
MI,Detroit,2622000,26163510400,2622000-26163510400,976,20.2,49.5,6.1,15.6,9.3,80.7,30.2,18.9,42.41473858,-83.07608558,26163
MI,Detroit,2622000,26163516100,2622000-26163516100,734,17.4,53.6,6.2,14.3,10.7,81.2,29.4,18.5,42.37566057,-83.0258413,26163
MI,Detroit,2622000,26163516200,2622000-26163516200,774,21,54.2,5.8,15.6,11.7,80.3,34.4,21.8,42.36615587,-83.01893902,26163
MI,Detroit,2622000,26163516300,2622000-26163516300,890,23,58.3,6.8,15.6,15.2,80.7,35.9,22.8,42.35957132,-83.01522418,26163
MI,Detroit,2622000,26163518400,2622000-26163518400,630,20.2,52.4,6.2,14.3,11.9,78.1,35,20.7,42.36982865,-83.04410792,26163
MI,Detroit,2622000,26163518600,2622000-26163518600,797,21.2,54.1,6.4,15.8,11.9,81.1,33.3,21.2,42.36472645,-83.02944791,26163
MI,Detroit,2622000,26163518800,2622000-26163518800,795,21.4,55.9,6.1,15.3,12.8,79.9,35.8,21.8,42.35970172,-83.03723678,26163
MI,Detroit,2622000,26163521300,2622000-26163521300,954,19.6,44.7,4.9,14.4,8.1,77.2,30.5,19.9,42.33412312,-83.0929491,26163
MI,Detroit,2622000,26163522100,2622000-26163522100,950,15.6,47.4,6,13.5,8.1,80.8,24.4,15.6,42.34350917,-83.10141404,26163
MI,Detroit,2622000,26163522200,2622000-26163522200,655,20.1,54,5.9,14.4,11.8,80,32.7,20,42.3511187,-83.1065656,26163
MI,Detroit,2622000,26163532300,2622000-26163532300,962,8.6,42.3,6.7,11.7,6.2,81.4,15,10.9,42.38403762,-83.08911474,26163
MI,Detroit,2622000,26163532700,2622000-26163532700,962,17.1,46.1,5.7,14.3,7.9,80.4,26.5,16.9,42.37524776,-83.09277119,26163
MI,Detroit,2622000,26163534500,2622000-26163534500,980,20.6,55.1,6.4,15.4,12.2,81,32.7,20.9,42.36524932,-83.14519558,26163
MI,Detroit,2622000,26163537200,2622000-26163537200,888,19.8,50.5,5.5,15.3,9.5,80.1,32.3,20.2,42.38814771,-83.17585631,26163
MI,Detroit,2622000,26163542700,2622000-26163542700,937,19.4,46.2,4.5,15.6,7.7,78.8,32.8,21.4,42.3824612,-83.22680997,26163
MI,Detroit,2622000,26163543900,2622000-26163543900,901,20.8,47.5,5.1,15.5,9.8,77,36.1,22.9,42.3819468,-83.24933852,26163
MI,Detroit,2622000,26163545400,2622000-26163545400,758,19.5,49.2,5.1,16.1,9.3,79.4,33.8,22.7,42.35436807,-83.20663652,26163
MI,Detroit,2622000,26163985100,2622000-26163985100,123,11.5,34.4,3.8,11.8,4,75.5,22.5,13.8,42.38029523,-83.05313688,26163
MI,Grand Rapids,2634000,26081011600,2634000-26081011600,763,7.1,29.7,7.1,9.8,5.7,73.5,16.1,12.5,43.00440097,-85.73478651,26081
MI,Grand Rapids,2634000,26081011801,2634000-26081011801,345,7.5,25.7,6.7,9.6,4.5,73.3,12.7,11,43.0124605,-85.61329964,26081
MI,Grand Rapids,2634000,26081012605,2634000-26081012605,716,8.4,11.1,2.2,10.1,1.6,66.1,11.1,13.9,42.93509593,-85.58333618,26081
MI,Kalamazoo,2642160,26077000202,2642160-26077000202,969,19.4,47.5,5.8,14,10,76.4,31,20.2,42.3040876,-85.57787806,26077
MI,Lansing,2646000,26065003400,2646000-26065003400,83,8.6,34.5,7.8,10.1,6.7,73.2,17.2,12.7,42.7523647,-84.58563196,26065
MI,Lansing,2646000,26065003801,2646000-26065003801,542,8.3,26.8,5.8,9.8,4.7,69.6,14.1,12.1,42.74499123,-84.50590218,26065
MI,Lansing,2646000,26065004000,2646000-26065004000,213,6.8,45.6,13.5,10.4,11.9,80.2,11.2,11.4,42.73687533,-84.50510532,26065
MI,Lansing,2646000,26065005202,2646000-26065005202,190,7.5,28.3,6.4,10,5,70.4,16.3,12.1,42.65978241,-84.57144593,26065
MI,Rochester Hills,2669035,26125192800,2669035-26125192800,799,12.4,16.8,2.4,11.9,2.5,64.9,19.4,19.2,42.66924327,-83.20274212,26125
MI,Warren,2684000,26099982300,2684000-26099982300,113,30.3,41.3,3,12.2,9.1,62.9,50.3,26.3,42.51875855,-83.03675272,26099
MN,Duluth,2717000,27137010100,2717000-27137010100,62,10,30.6,7.5,8.4,6.4,67.7,21.7,11.7,46.75238935,-92.21305317,27137
MN,Duluth,2717000,27137010200,2717000-27137010200,83,8.3,29.8,7.8,7.9,6.2,68.6,17.9,10,46.69859275,-92.23181967,27137
MN,Duluth,2717000,27137010300,2717000-27137010300,96,8.7,24.9,6.7,7.7,4.8,65.8,17.3,9.9,46.75933547,-92.1897125,27137
MN,Rochester,2754880,27109000903,2754880-27109000903,423,10,19.5,5.1,7.9,3.6,60,15.4,10.5,43.95720802,-92.45964317,27109
MN,Rochester,2754880,27109002200,2754880-27109002200,541,9.2,20.4,5.1,7.9,3.5,60.3,16.6,10.5,43.91205328,-92.49413553,27109
MS,Gulfport,2829700,28047003101,2829700-28047003101,542,21.3,51.4,6,11.2,7,78.2,23.5,14.3,30.41968314,-89.11294109,28047
MS,Gulfport,2829700,28047003505,2829700-28047003505,588,14.6,39.2,7.7,9,7.4,70,19.8,13.2,30.44543818,-89.11012678,28047
MS,Gulfport,2829700,28047980000,2829700-28047980000,85,27.1,34,2.2,8.1,3.3,62.3,33,15.5,30.40668216,-89.07115553,28047
MS,Jackson,2836000,28049010500,2836000-28049010500,77,16.1,40.6,6.3,10.4,6.3,72.1,19.6,14.1,32.38910516,-90.26861627,28049
MS,Jackson,2836000,28089030105,2836000-28089030105,622,20.4,17.3,1,13.1,0.9,73.2,14.4,18.2,32.40552313,-90.15788163,28089
MO,Columbia,2915670,29019001602,2915670-29019001602,173,9.8,30.8,7.5,9.2,6.2,73,17.2,12.1,38.93919807,-92.24400871,29019
MO,Columbia,2915670,29019001702,2915670-29019001702,129,11.9,19.4,4.5,8.8,2.8,65.4,18.6,12.4,38.87280673,-92.34771011,29019
MO,Independence,2935000,29095015100,2935000-29095015100,113,14.8,30.2,7.1,8.8,6.7,67.9,24.9,14.2,39.12929055,-94.38596505,29095
MO,Independence,2935000,29095019300,2935000-29095019300,399,12.8,24.1,5.1,8.7,4,66.3,21.5,13.1,39.02543633,-94.33332143,29095
MO,Kansas City,2938000,29037060100,2938000-29037060100,197,17.7,10.8,1.4,9.6,1.3,59.4,18.1,16.7,38.83716933,-94.55525259,29037
MO,Kansas City,2938000,29047021900,2938000-29047021900,355,11.8,25.4,5.8,8.7,4.2,67.4,17.3,12,39.31785254,-94.55598833,29047
MO,Kansas City,2938000,29047022100,2938000-29047022100,75,15.1,40.4,5.6,8.9,7.2,71.7,23.3,13.6,39.12927033,-94.59248826,29047
