StateAbbr,PlaceName,PlaceFIPS,TractFIPS,Place_TractID,Population2010,Insurance,HighBloodPressure,Cancer,Asthma,HeartDisease,AnnualCheckUps,Smokes,MentalHealthIssues,Latitude,Longitude,newFIPS,CountyFIPS
CA,Elk Grove,622020,6067009325,0622020-06067009325,658.0,6.8,32.3,8.2,9.5,5.6,70.4,10.7,10.3,38.4195958592,-121.302467618,6067,6067
CA,El Monte,622230,6037431501,0622230-06037431501,642.0,13.0,45.2,12.7,8.9,12.3,78.6,10.8,10.2,34.0947354938,-118.031077795,6037,6037
CA,El Monte,622230,6037431502,0622230-06037431502,391.0,18.1,16.2,2.6,7.2,2.2,61.3,10.7,10.8,34.0969908918,-118.02418028,6037,6037
CA,El Monte,622230,6037432102,0622230-06037432102,89.0,14.4,21.3,4.0,6.8,3.6,66.5,9.6,9.5,34.0876922316,-118.056165354,6037,6037
CA,El Monte,622230,6037432902,0622230-06037432902,87.0,12.0,51.4,13.1,6.6,13.8,85.6,6.0,6.5,34.0838030789,-118.060267277,6037,6037
CA,Escondido,622804,6073020401,0622804-06073020401,908.0,5.5,35.2,9.9,8.4,6.4,74.2,9.4,9.1,33.0662874881,-117.080683506,6073,6073
CA,Fontana,624680,6071002204,0624680-06071002204,814.0,22.3,27.1,4.5,9.1,5.0,65.9,16.8,15.4,34.0568366309,-117.511504634,6071,6071
CA,Fontana,624680,6071002501,0624680-06071002501,636.0,24.3,29.0,5.1,8.9,5.9,66.5,15.8,14.9,34.0685037843,-117.471884916,6071,6071
CA,Fontana,624680,6071009202,0624680-06071009202,142.0,10.4,26.1,4.5,8.6,3.9,68.1,14.8,12.3,34.1725899312,-117.48009008,6071,6071
CA,Fresno,627000,6019000800,0627000-06019000800,638.0,29.0,26.7,2.9,10.6,4.7,59.6,20.9,19.0,36.709514966,-119.828819601,6019,6019
CA,Fresno,627000,6019001500,0627000-06019001500,69.0,21.5,43.5,9.5,10.5,12.8,68.5,19.0,15.3,36.687783683,-119.760202602,6019,6019
CA,Fresno,627000,6019001900,0627000-06019001900,235.0,18.3,27.9,4.3,10.0,4.9,61.8,18.4,15.7,36.6982504778,-119.899531734,6019,6019
CA,Fresno,627000,6019003004,0627000-06019003004,994.0,18.8,31.3,5.6,10.3,6.3,64.6,16.7,15.0,36.7463214762,-119.708328404,6019,6019
CA,Fresno,627000,6019004506,0627000-06019004506,663.0,7.4,32.9,10.1,9.2,6.5,71.1,9.3,9.5,36.81485647,-119.808806825,6019,6019
CA,Fresno,627000,6019004602,0627000-06019004602,131.0,10.8,24.2,6.0,9.2,4.0,64.0,10.7,10.9,36.8049269422,-119.813553637,6019,6019
CA,Fresno,627000,6019004902,0627000-06019004902,356.0,12.3,27.5,5.6,10.1,5.1,63.6,15.4,13.6,36.7848312093,-119.805248878,6019,6019
CA,Fullerton,628000,6059001503,0628000-06059001503,842.0,8.7,32.2,8.2,8.4,6.5,69.7,11.7,11.0,33.9050480595,-117.911532572,6059,6059
CA,Fullerton,628000,6059011712,0628000-06059011712,571.0,13.0,12.3,1.7,8.8,1.3,59.9,11.0,13.4,33.8815348015,-117.875348256,6059,6059
CA,Fullerton,628000,6059086701,0628000-06059086701,141.0,19.3,18.7,2.6,8.2,2.2,61.1,12.0,12.9,33.8559901495,-117.973947763,6059,6059
CA,Garden Grove,629000,6059087503,0629000-06059087503,482.0,17.3,30.5,5.6,8.9,6.1,65.8,16.0,14.3,33.7974077635,-117.926079982,6059,6059
CA,Garden Grove,629000,6059087602,0629000-06059087602,298.0,17.4,29.7,5.3,8.4,5.9,65.3,15.1,13.6,33.7995395803,-117.939200303,6059,6059
CA,Garden Grove,629000,6059087806,0629000-06059087806,162.0,22.4,30.4,4.9,8.5,6.1,65.5,16.5,15.0,33.8044901106,-117.972545534,6059,6059
CA,Garden Grove,629000,6059087902,0629000-06059087902,112.0,17.3,31.5,4.9,7.9,6.0,66.9,17.4,13.6,33.7888635505,-117.984958715,6059,6059
CA,Garden Grove,629000,6059088104,0629000-06059088104,788.0,15.5,25.5,4.2,8.3,4.1,64.8,14.3,13.0,33.7844585233,-117.9907548,6059,6059
CA,Garden Grove,629000,6059088904,0629000-06059088904,630.0,12.7,29.4,4.8,6.9,5.2,68.6,13.1,10.6,33.7480664378,-117.961039195,6059,6059
CA,Glendale,630000,6037300501,0630000-06037300501,923.0,7.8,18.8,4.2,7.3,2.7,67.1,9.5,8.9,34.2206191756,-118.24634725,6037,6037
CA,Hawthorne,632548,6037601700,0632548-06037601700,169.0,28.4,27.3,3.5,10.9,5.2,64.1,19.4,18.3,33.9328869442,-118.349792024,6037,6037
CA,Hawthorne,632548,6037602301,0632548-06037602301,391.0,16.7,21.5,4.4,8.3,3.4,64.6,11.7,11.1,33.9011265155,-118.365659012,6037,6037
CA,Hayward,633000,6001435200,0633000-06001435200,407.0,10.1,25.9,5.3,9.7,4.1,64.8,13.7,12.0,37.6854433474,-122.059525876,6001,6001
CA,Hemet,633182,6065043308,0633182-06065043308,945.0,19.7,28.8,4.5,11.0,5.3,63.2,22.4,19.6,33.7462704649,-116.951871285,6065,6065
CA,Hemet,633182,6065043310,0633182-06065043310,513.0,16.2,36.0,6.6,10.2,8.4,65.3,21.9,18.6,33.7491717252,-116.934699675,6065,6065
CA,Hesperia,633434,6071010009,0633434-06071010009,316.0,9.9,43.8,11.1,9.5,10.7,76.2,15.4,12.5,34.4333439325,-117.395810742,6071,6071
CA,Huntington Beach,636000,6059099702,0636000-06059099702,360.0,11.5,35.2,7.9,9.1,7.5,69.4,15.1,13.1,33.7391049442,-117.996205232,6059,6059
CA,Huntington Beach,636000,6059099703,0636000-06059099703,583.0,10.1,19.5,3.9,8.8,2.8,61.2,13.9,12.7,33.7329668675,-117.99402492,6059,6059
CA,Indio,636448,6065045215,0636448-06065045215,537.0,8.9,32.6,7.8,9.1,6.3,69.0,14.3,12.8,33.7183075417,-116.27315599,6065,6065
CA,Indio,636448,6065045226,0636448-06065045226,50.0,24.4,25.8,3.7,7.3,4.5,61.0,15.2,13.6,33.6893121638,-116.21435284,6065,6065
CA,Indio,636448,6065045606,0636448-06065045606,379.0,12.6,37.0,9.0,8.3,7.9,71.6,11.9,11.5,33.6782209662,-116.233831053,6065,6065
CA,Inglewood,636546,6037601501,0636546-06037601501,245.0,28.5,29.7,3.8,9.7,6.2,62.8,20.8,17.2,33.9444233007,-118.36410529,6037,6037
CA,Inglewood,636546,6037601700,0636546-06037601700,606.0,30.5,24.5,3.1,9.8,4.6,61.0,18.9,17.4,33.9346574962,-118.344709548,6037,6037
CA,Inglewood,636546,6037601802,0636546-06037601802,73.0,27.3,24.7,3.6,9.3,4.6,63.5,15.5,15.1,33.9399359713,-118.344224858,6037,6037
CA,Inglewood,636546,6037703002,0636546-06037703002,286.0,6.7,36.3,6.9,10.2,5.2,77.9,9.3,9.4,33.9813442429,-118.374012087,6037,6037
CA,Irvine,636770,6059052404,0636770-06059052404,549.0,17.0,13.3,1.8,6.9,1.4,56.1,12.1,10.7,33.67362397,-117.720066756,6059,6059
CA,Lakewood,639892,6037571503,0639892-06037571503,864.0,11.3,31.2,6.1,8.3,5.4,72.9,11.4,9.8,33.8505937187,-118.165921133,6037,6037
CA,Lancaster,640130,6037900201,0640130-06037900201,52.0,21.7,25.6,4.4,8.8,5.4,63.8,15.0,14.6,34.6766637357,-118.006656893,6037,6037
CA,Lancaster,640130,6037901102,0640130-06037901102,772.0,10.9,25.5,5.4,9.7,4.5,66.6,15.1,13.3,34.669378687,-118.211140246,6037,6037
CA,Livermore,641992,6001450752,0641992-06001450752,554.0,6.6,16.2,4.1,8.5,2.0,60.1,10.3,9.8,37.7074248702,-121.813196887,6001,6001
CA,Long Beach,643000,6037572800,0643000-06037572800,839.0,19.2,37.6,4.5,12.0,8.8,66.9,28.0,21.1,33.7952959758,-118.221208721,6037,6037
CA,Long Beach,643000,6037573403,0643000-06037573403,61.0,7.0,21.7,4.8,6.7,3.5,68.1,9.6,8.2,33.7969454752,-118.156750015,6037,6037
CA,Long Beach,643000,6037574700,0643000-06037574700,117.0,9.2,51.9,11.2,7.3,14.6,78.9,12.4,8.3,33.7784358279,-118.118648031,6037,6037
CA,Long Beach,643000,6037575500,0643000-06037575500,76.0,20.3,29.5,4.9,9.3,6.7,64.5,18.7,15.1,33.7865130417,-118.214966782,6037,6037
CA,Long Beach,643000,6037980033,0643000-06037980033,61.0,13.9,47.6,7.5,8.8,17.9,67.9,23.9,18.2,33.7591052159,-118.216219863,6037,6037
CA,Los Angeles,644000,6037980008,0644000-06037980008,145.0,27.8,23.8,4.2,9.7,4.7,61.4,18.3,15.7,34.2106322978,-118.490676441,6037,6037
CA,Los Angeles,644000,6037980010,0644000-06037980010,164.0,18.3,40.4,6.2,8.6,11.2,70.6,19.7,15.2,34.0800343424,-118.239336861,6037,6037
CA,Los Angeles,644000,6037980014,0644000-06037980014,239.0,13.1,41.2,8.2,9.5,12.0,69.7,20.5,14.6,33.7825586133,-118.238359913,6037,6037
CA,Los Angeles,644000,6037980015,0644000-06037980015,554.0,18.1,16.4,2.2,10.4,2.2,61.9,15.4,16.2,33.7765255019,-118.293175565,6037,6037
CA,Los Angeles,644000,6037980019,0644000-06037980019,173.0,4.5,26.2,8.6,7.6,4.9,72.2,6.1,7.3,34.0913350107,-118.548191914,6037,6037
CA,Los Angeles,644000,6037980024,0644000-06037980024,186.0,9.5,26.9,7.0,8.8,5.5,67.5,13.8,11.5,34.1766779278,-118.488619041,6037,6037
CA,Manteca,645484,6077005119,0645484-06077005119,70.0,10.5,29.4,6.5,8.6,6.1,68.8,13.5,11.9,37.8080348791,-121.257654833,6077,6077
CA,Manteca,645484,6077005131,0645484-06077005131,174.0,17.3,28.7,5.5,9.9,6.0,64.7,19.6,16.0,37.8207690345,-121.213976354,6077,6077
CA,Menifee,646842,6065042716,0646842-06065042716,597.0,12.2,22.8,4.5,8.4,3.4,63.2,13.6,12.7,33.6884236772,-117.251040859,6065,6065
CA,Menifee,646842,6065043235,0646842-06065043235,253.0,8.4,29.3,6.8,8.8,5.3,67.1,13.8,12.5,33.6364826179,-117.126567517,6065,6065
CA,Menifee,646842,6065050700,0646842-06065050700,610.0,7.9,29.2,7.3,8.9,5.2,68.2,12.8,11.9,33.6378875903,-117.152130491,6065,6065
CA,Milpitas,647766,6085504417,0647766-06085504417,181.0,11.0,31.8,5.5,8.0,5.6,65.0,13.0,11.3,37.4343845529,-121.852979191,6085,6085
CA,Modesto,648354,6099000402,0648354-06099000402,235.0,9.9,30.6,7.6,9.6,6.3,68.0,14.9,13.1,37.6930995155,-120.943683949,6099,6099
CA,Modesto,648354,6099000501,0648354-06099000501,247.0,9.2,31.8,7.0,9.0,6.2,69.5,14.7,12.3,37.7041098478,-121.056765368,6099,6099
CA,Modesto,648354,6099002402,0648354-06099002402,236.0,32.4,28.7,3.6,10.6,5.8,60.3,22.7,21.5,37.600352423,-121.014055872,6099,6099
CA,Modesto,648354,6099002501,0648354-06099002501,62.0,13.7,29.7,5.7,11.3,6.0,63.3,23.2,18.6,37.6012573613,-120.983638402,6099,6099
CA,Mountain View,649670,6085504601,0649670-06085504601,815.0,9.6,30.6,7.4,8.5,5.5,65.6,11.2,10.6,37.4273872624,-122.080517772,6085,6085
CA,Mountain View,649670,6085510001,0649670-06085510001,586.0,3.8,29.6,9.2,7.3,5.0,69.5,5.8,6.8,37.359891155,-122.069710016,6085,6085
CA,Murrieta,650076,6065051200,0650076-06065051200,403.0,10.8,30.9,6.8,9.2,6.0,66.6,16.4,14.0,33.5272043717,-117.19113765,6065,6065
CA,Newport Beach,651182,6059063008,0651182-06059063008,857.0,4.8,36.3,11.8,7.7,7.1,75.9,7.2,7.6,33.6149301893,-117.87802021,6059,6059
CA,Newport Beach,651182,6059063103,0651182-06059063103,956.0,5.8,32.7,9.0,8.4,6.2,71.1,10.2,10.0,33.6450205022,-117.89732888,6059,6059
CA,Newport Beach,651182,6059063601,0651182-06059063601,605.0,8.6,23.9,5.3,9.3,3.8,64.0,14.0,12.9,33.6455133231,-117.94371136,6059,6059
CA,Oakland,653000,6001982000,0653000-06001982000,71.0,8.6,23.3,5.0,8.6,3.8,61.7,13.3,10.9,37.7966243794,-122.292831694,6001,6001
CA,Oakland,653000,6001983200,0653000-06001983200,540.0,7.3,16.2,3.6,8.2,2.0,59.2,10.1,9.3,37.7955912255,-122.277056714,6001,6001
CA,Ontario,653896,6071000603,0653896-06071000603,651.0,15.1,26.3,5.2,9.0,4.3,67.8,14.4,12.8,34.0322673584,-117.672433271,6071,6071
CA,Ontario,653896,6071001703,0653896-06071001703,841.0,16.9,21.9,3.8,8.3,3.3,65.3,13.5,12.8,34.0248200449,-117.652673865,6071,6071
CA,Ontario,653896,6071001903,0653896-06071001903,369.0,13.7,20.6,4.4,8.2,3.4,64.2,12.8,11.9,33.9894191664,-117.605222273,6071,6071
CA,Orange,653980,6059021915,0653980-06059021915,123.0,6.8,30.2,8.5,7.9,5.7,70.9,8.8,9.1,33.8367968196,-117.833184502,6059,6059
CA,Orange,653980,6059021923,0653980-06059021923,222.0,7.6,16.9,3.5,7.2,2.0,62.4,9.8,9.2,33.8265355493,-117.753757635,6059,6059
CA,Orange,653980,6059075809,0653980-06059075809,104.0,6.4,32.7,9.7,7.5,6.0,73.9,7.0,7.9,33.8186184412,-117.821645924,6059,6059
CA,Orange,653980,6059075810,0653980-06059075810,340.0,7.4,28.7,7.3,8.1,5.1,69.2,9.9,10.0,33.8074339636,-117.817024755,6059,6059
CA,Oxnard,654652,6111003012,0654652-06111003012,321.0,31.2,39.7,5.7,9.5,10.0,64.4,20.9,19.0,34.2350756682,-119.180105068,6111,6111
CA,Oxnard,654652,6111005002,0654652-06111005002,347.0,27.8,32.9,4.6,10.9,7.8,59.7,25.8,21.0,34.2258087689,-119.148065362,6111,6111
CA,Palmdale,655156,6037910101,0655156-06037910101,858.0,26.5,26.9,3.8,10.7,5.6,63.0,20.7,18.6,34.5892634391,-118.046909583,6037,6037
CA,Palmdale,655156,6037910709,0655156-06037910709,924.0,14.3,30.1,6.8,9.9,6.5,67.8,16.3,13.8,34.5376764874,-118.060874853,6037,6037
CA,Palmdale,655156,6037980004,0655156-06037980004,169.0,17.1,20.9,3.7,10.3,3.4,60.7,20.2,16.4,34.6327176727,-118.09089755,6037,6037
CA,Pasadena,656000,6037460100,0656000-06037460100,287.0,5.8,28.5,8.8,8.0,5.6,72.0,8.5,8.3,34.1858414568,-118.099922974,6037,6037
CA,Pasadena,656000,6037460401,0656000-06037460401,878.0,11.8,34.2,6.6,9.7,5.7,73.7,11.7,10.9,34.2172310468,-118.179616426,6037,6037
CA,Perris,656700,6065042719,0656700-06065042719,469.0,20.8,33.0,5.0,10.4,5.7,67.7,17.2,16.5,33.7786510259,-117.206754888,6065,6065
CA,Pomona,658072,6037402404,0658072-06037402404,536.0,9.9,5.3,0.8,9.6,0.4,57.8,8.9,13.5,34.0597422727,-117.809721958,6037,6037
CA,Pomona,658072,6037403200,0658072-06037403200,391.0,19.1,42.5,6.5,11.6,12.3,66.0,30.2,22.0,34.0393911761,-117.812694671,6037,6037
CA,Pomona,658072,6037403321,0658072-06037403321,538.0,9.2,24.1,5.5,8.5,3.7,69.0,10.8,10.0,34.0231708393,-117.773077437,6037,6037
CA,Rancho Cucamonga,659451,6071009202,0659451-06071009202,115.0,10.1,27.5,6.1,9.3,4.7,68.2,15.1,13.2,34.1653400079,-117.629707742,6071,6071
CA,Redding,659920,6089011001,0659920-06089011001,205.0,6.5,32.9,8.7,9.9,6.5,66.2,14.1,12.3,40.5239629053,-122.42239583,6089,6089
CA,Redding,659920,6089011600,0659920-06089011600,801.0,9.9,31.4,7.4,10.3,6.9,62.3,18.8,15.2,40.6311076434,-122.407107288,6089,6089
CA,Redding,659920,6089011803,0659920-06089011803,219.0,8.4,41.3,10.2,10.0,9.9,68.8,16.7,13.5,40.666648854,-122.330634319,6089,6089
CA,Redlands,659962,6071007200,0659962-06071007200,60.0,21.1,25.8,4.7,8.0,5.3,63.7,18.9,14.6,34.0699831526,-117.249041016,6071,6071
CA,Redlands,659962,6071007302,0659962-06071007302,100.0,9.6,20.9,5.0,8.4,3.5,66.6,10.4,10.9,34.0128929078,-117.20154778,6071,6071
CA,Redlands,659962,6071008601,0659962-06071008601,56.0,6.1,56.1,22.1,8.1,17.3,88.4,4.0,7.2,34.051688893,-117.137702007,6071,6071
CA,Redlands,659962,6071008602,0659962-06071008602,50.0,9.7,33.0,8.1,9.0,6.6,71.8,13.6,11.8,34.0767165319,-117.095645191,6071,6071
CA,Redlands,659962,6071008706,0659962-06071008706,79.0,6.5,34.7,9.1,8.6,7.3,73.0,13.4,11.1,34.0389830965,-117.136051583,6071,6071
CA,Redwood City,660102,6081609603,0660102-06081609603,196.0,5.2,29.5,8.4,8.1,4.8,68.3,8.0,8.5,37.4844062668,-122.259304943,6081,6081
CA,Redwood City,660102,6081609700,0660102-06081609700,684.0,4.9,30.0,8.7,8.0,4.9,69.2,7.6,8.1,37.4656929872,-122.275319613,6081,6081
CA,Rialto,660466,6071003403,0660466-06071003403,933.0,23.0,26.2,4.6,9.2,4.7,66.0,15.2,14.9,34.0886034198,-117.403050238,6071,6071
CA,Rialto,660466,6071003606,0660466-06071003606,721.0,26.2,30.0,4.3,10.1,5.7,66.0,19.4,17.8,34.0734056067,-117.386627296,6071,6071
CA,Rialto,660466,6071003611,0660466-06071003611,480.0,21.3,26.3,4.2,8.5,4.5,66.1,14.2,13.9,34.0841133785,-117.362694014,6071,6071
CA,Rialto,660466,6071004003,0660466-06071004003,97.0,18.7,32.8,6.4,10.3,7.3,67.0,21.1,17.0,34.0441316556,-117.377276609,6071,6071
CA,Rialto,660466,6071004004,0660466-06071004004,86.0,19.3,24.6,4.4,9.7,4.4,64.8,16.4,15.6,34.0529010858,-117.369688062,6071,6071
CA,Rialto,660466,6071004302,0660466-06071004302,390.0,21.8,55.1,13.4,10.6,17.8,79.4,17.1,14.6,34.1181044767,-117.345877293,6071,6071
CA,Richmond,660620,6013356002,0660620-06013356002,875.0,7.6,26.0,5.4,8.0,3.7,69.7,9.5,9.0,37.9594298493,-122.252296555,6013,6013
CA,Richmond,660620,6013367200,0660620-06013367200,279.0,16.1,35.5,5.7,11.4,6.5,70.5,17.2,15.2,37.9680016425,-122.326127174,6013,6013
CA,Richmond,660620,6013386000,0660620-06013386000,121.0,11.8,26.0,4.6,9.8,3.7,68.1,12.1,12.1,37.9212433726,-122.321748446,6013,6013
CA,Riverside,662000,6065041409,0662000-06065041409,786.0,9.7,28.0,6.1,8.2,4.6,68.2,11.6,11.1,33.8880666242,-117.467501399,6065,6065
CA,Riverside,662000,6065041412,0662000-06065041412,582.0,8.7,53.4,15.2,8.9,13.9,81.5,10.9,10.2,33.8880930345,-117.498635262,6065,6065
CA,Riverside,662000,6065042003,0662000-06065042003,741.0,11.5,24.5,4.2,8.1,3.3,65.5,13.8,12.0,33.8767538345,-117.343885498,6065,6065
CA,Riverside,662000,6065042214,0662000-06065042214,734.0,10.1,29.1,6.9,8.6,5.5,67.9,12.8,12.1,33.9955052392,-117.318035171,6065,6065
CA,Roseville,662938,6061020605,0662938-06061020605,902.0,5.6,26.4,6.7,8.7,4.2,66.4,10.7,10.0,38.7313964696,-121.215597029,6061,6061
CA,Sacramento,664000,6067004402,0664000-06067004402,988.0,24.8,33.7,4.2,12.2,6.5,63.7,23.1,20.2,38.533167729,-121.462955295,6067,6067
CA,Sacramento,664000,6067004502,0664000-06067004502,976.0,19.2,41.1,7.9,11.5,9.9,68.7,19.5,16.9,38.4985656659,-121.466186464,6067,6067
CA,Sacramento,664000,6067004601,0664000-06067004601,617.0,25.1,27.3,2.9,11.9,4.2,61.1,22.1,20.3,38.5141462965,-121.440336064,6067,6067
CA,Sacramento,664000,6067004701,0664000-06067004701,395.0,25.1,25.8,2.9,12.1,3.7,61.5,21.1,19.2,38.5050236749,-121.435072307,6067,6067
CA,Sacramento,664000,6067004802,0664000-06067004802,813.0,18.0,34.3,5.3,10.8,6.0,67.4,18.3,15.7,38.5017842543,-121.41251057,6067,6067
CA,Sacramento,664000,6067005901,0664000-06067005901,58.0,7.9,30.8,7.6,11.4,5.4,69.1,12.6,12.6,38.6428987121,-121.365368652,6067,6067
CA,Salinas,664224,6053000101,0664224-06053000101,65.0,18.2,29.6,6.7,9.1,6.0,64.0,15.2,13.4,36.7227180121,-121.633631828,6053,6053
CA,San Bernardino,665000,6071003803,0665000-06071003803,371.0,22.5,26.4,4.2,8.9,4.5,66.7,14.3,14.2,34.1094175042,-117.355106227,6071,6071
CA,San Bernardino,665000,6071004104,0665000-06071004104,652.0,32.2,29.9,3.7,10.4,6.1,63.7,22.0,20.0,34.1532379107,-117.328367907,6071,6071
CA,San Bernardino,665000,6071006402,0665000-06071006402,769.0,24.9,31.0,3.5,13.3,5.1,67.8,25.4,22.9,34.1166310902,-117.255457966,6071,6071
CA,San Bernardino,665000,6071007409,0665000-06071007409,487.0,16.0,33.1,6.5,9.7,6.6,70.4,16.6,14.1,34.1264244465,-117.211728948,6071,6071
CA,San Bernardino,665000,6071007601,0665000-06071007601,56.0,28.1,24.4,2.3,10.5,4.0,60.3,25.2,21.5,34.1091688201,-117.235992745,6071,6071
CA,San Bernardino,665000,6071010802,0665000-06071010802,496.0,12.1,31.8,6.9,8.9,6.3,70.2,14.6,12.8,34.2006274367,-117.31103743,6071,6071
CA,San Bernardino,665000,6071011002,0665000-06071011002,565.0,10.5,35.7,9.2,9.4,7.7,73.5,13.3,12.1,34.167244494,-117.245367146,6071,6071
CA,San Buenaventura (Ventura),665042,6111001302,0665042-06111001302,736.0,12.4,52.8,14.3,9.6,14.5,78.7,12.8,11.6,34.2889813136,-119.150032903,6111,6111
CA,San Diego,666000,6073005500,0666000-06073005500,198.0,12.5,13.7,2.1,8.1,2.0,58.6,13.2,13.2,32.7241215433,-117.146840608,6073,6073
CA,San Diego,666000,6073006200,0666000-06073006200,144.0,9.0,38.2,8.4,8.6,8.2,70.3,16.9,12.5,32.7317284142,-117.190445106,6073,6073
CA,San Diego,666000,6073009901,0666000-06073009901,626.0,19.3,18.8,1.2,8.8,2.2,52.9,26.2,22.3,32.688672486,-117.245739866,6073,6073
CA,San Diego,666000,6073017006,0666000-06073017006,649.0,5.9,34.5,11.0,8.0,6.3,75.3,7.8,8.0,33.0159601809,-117.057018759,6073,6073
CA,San Diego,666000,6073017306,0666000-06073017306,423.0,4.0,33.3,9.9,8.1,5.6,74.4,7.6,8.0,32.9829588926,-117.244131002,6073,6073
CA,San Diego,666000,6073020710,0666000-06073020710,131.0,12.3,17.4,3.5,6.8,2.1,63.7,6.6,8.4,33.0764508332,-117.013202314,6073,6073
CA,San Francisco,667000,6075980200,0667000-06075980200,320.0,7.0,43.1,11.0,6.7,10.6,76.6,9.7,7.4,37.7869665988,-122.501502868,6075,6075
CA,San Francisco,667000,6075980300,0667000-06075980300,171.0,4.3,15.7,3.8,7.1,1.9,61.7,7.1,7.7,37.7689172759,-122.483921062,6075,6075
CA,San Francisco,667000,6075980501,0667000-06075980501,797.0,20.8,42.1,6.7,8.6,10.6,72.8,17.7,14.2,37.717937495,-122.418694079,6075,6075
CA,San Francisco,667000,6075980600,0667000-06075980600,467.0,13.8,36.3,4.9,10.4,5.7,71.8,18.2,14.3,37.7225066397,-122.367775263,6075,6075
CA,San Francisco,667000,6075980900,0667000-06075980900,350.0,8.8,20.9,3.9,7.9,2.8,62.2,13.1,10.8,37.7456113058,-122.38948564,6075,6075
CA,San Jose,668000,6085502001,0668000-06085502001,745.0,14.3,29.7,6.3,8.4,5.8,63.4,12.7,11.5,37.3234478801,-121.9360522,6085,6085
CA,San Jose,668000,6085502603,0668000-06085502603,80.0,7.0,25.7,6.0,7.3,3.9,64.0,9.1,8.5,37.2809416906,-121.928756552,6085,6085
CA,San Jose,668000,6085502604,0668000-06085502604,790.0,7.6,20.9,4.6,7.9,2.7,60.9,9.3,9.3,37.2806909148,-121.933430467,6085,6085
CA,San Jose,668000,6085504101,0668000-06085504101,815.0,17.7,18.0,2.5,9.0,2.6,57.5,12.8,14.2,37.3696689563,-121.818405661,6085,6085
CA,San Jose,668000,6085504201,0668000-06085504201,745.0,9.4,25.6,5.8,7.6,4.0,63.4,10.1,9.4,37.3872758378,-121.821726047,6085,6085
CA,San Jose,668000,6085504417,0668000-06085504417,79.0,11.5,28.1,4.9,8.4,5.1,63.1,13.1,12.2,37.4222493441,-121.84659171,6085,6085
CA,San Jose,668000,6085505900,0668000-06085505900,429.0,7.1,27.8,7.6,7.6,5.1,65.3,9.1,8.9,37.3282339264,-121.953830089,6085,6085
CA,San Jose,668000,6085506701,0668000-06085506701,725.0,6.5,24.4,6.2,8.0,3.7,63.7,9.4,9.1,37.2703024946,-121.985643466,6085,6085
CA,San Jose,668000,6085507807,0668000-06085507807,210.0,5.7,17.3,3.5,5.7,1.9,62.6,6.2,6.4,37.3105381623,-122.033391718,6085,6085
CA,San Jose,668000,6085512100,0668000-06085512100,230.0,15.0,25.7,5.2,7.8,4.5,60.8,11.5,10.7,37.1898880921,-121.739287278,6085,6085
CA,San Leandro,668084,6001433800,0668084-06001433800,109.0,15.3,26.8,3.9,9.5,3.9,64.4,16.3,13.4,37.6989383841,-122.125814871,6001,6001
CA,San Marcos,668196,6073019208,0668196-06073019208,73.0,8.9,27.8,6.4,8.6,4.4,68.1,12.0,11.1,33.1855336967,-117.157365816,6073,6073
CA,San Marcos,668196,6073020013,0668196-06073020013,332.0,5.3,28.8,7.4,7.9,4.5,70.1,9.8,8.9,33.1214800964,-117.227561433,6073,6073
CA,San Marcos,668196,6073020309,0668196-06073020309,384.0,15.0,25.1,4.5,8.3,4.0,65.0,14.5,12.7,33.1330559739,-117.116227235,6073,6073
CA,San Mateo,668252,6081606900,0668252-06081606900,95.0,5.4,25.3,6.9,7.9,3.9,65.3,9.0,8.7,37.5175146355,-122.337578757,6081,6081
CA,San Ramon,668378,6013345105,0668378-06013345105,55.0,6.5,22.3,5.4,8.3,3.7,65.2,10.2,9.5,37.7800756839,-121.971781627,6013,6013
CA,Santa Ana,669000,6059075504,0669000-06059075504,562.0,15.8,18.4,3.0,8.1,2.2,61.2,12.2,12.1,33.7545775693,-117.832636015,6059,6059
CA,Santa Ana,669000,6059075806,0669000-06059075806,457.0,15.0,32.1,7.1,8.8,6.5,68.5,13.2,12.4,33.7751203584,-117.841237765,6059,6059
CA,Santa Ana,669000,6059075902,0669000-06059075902,751.0,12.9,22.2,4.3,8.5,3.6,62.4,13.1,12.8,33.7745889917,-117.850296241,6059,6059
CA,Santa Ana,669000,6059076000,0669000-06059076000,332.0,12.0,36.0,11.0,7.2,8.9,72.8,9.8,9.2,33.7753079447,-117.867777649,6059,6059
CA,Santa Barbara,669070,6083000103,0669070-06083000103,433.0,5.1,30.2,9.4,8.5,5.8,70.3,9.3,9.2,34.457125825,-119.736037798,6083,6083
CA,Santa Barbara,669070,6083001402,0669070-06083001402,145.0,5.6,31.5,10.5,8.0,6.2,71.9,7.7,8.1,34.4213008172,-119.646934382,6083,6083
CA,Santa Barbara,669070,6083003007,0669070-06083003007,333.0,5.1,49.5,21.5,6.4,13.1,87.2,2.2,4.2,34.4245304213,-119.752615287,6083,6083
CA,Santa Clarita,669088,6037920032,0669088-06037920032,367.0,7.3,24.3,6.5,8.7,4.5,67.8,11.4,10.6,34.4540348605,-118.493358766,6037,6037
CA,Santa Clarita,669088,6037920043,0669088-06037920043,532.0,6.4,25.5,7.3,8.8,4.8,69.1,10.3,10.2,34.3906305713,-118.438046345,6037,6037
