stateabbr,placename,placefips,tractfips,place_tractid,population2010,insurance,highbloodpressure,cancer,asthma,heartdisease,annualcheckups,smokes,mentalhealthissues,latitude,longitude,countyfips,State,StateAbbr,County,CountyFIPS,Asthma,AFHeartDisease,COPD,Depression,HeartFailure,Hypertension,CoronaryArtery,Psychotic,Stroke,TotalCost,tract,hpi,Place_TractID,SiteId,PM2.5_Exceptional,PM2.5_ExceedCount,PM2.5_Max,Ozone_Exceptional,Ozone_ExceedCount,Ozone_Max,sfcount
AZ,Glendale,427820,4013061044,0427820-04013061044,187,13.3,26.2,5.6,10.3,4.5,66.3,16.2,12.4,33.56437253,-112.4041743,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013061044,293.44,0427820-04013061044,79,0,1,40,0,2,0.077,0
AZ,Glendale,427820,4013061047,0427820-04013061047,149,13.1,24.5,6.1,9.5,3.9,68.5,12,10.3,33.51290014,-112.3519983,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013061047,465.62,0427820-04013061047,79,0,1,40,0,2,0.077,0
AZ,Mesa,446000,4013420108,0446000-04013420108,88,7.4,24.3,6.3,9.3,3.9,66.3,13.4,10.1,33.48587013,-111.6421438,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013420108,284.22,0446000-04013420108,96,0,0,18.1,0,8,0.08,0
AZ,Mesa,446000,4013420114,0446000-04013420114,777,17.2,25.1,4.6,11.5,4.4,61.7,24.7,17,33.41970255,-111.6535045,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013420114,284.22,0446000-04013420114,76,0,1,41.1,0,16,0.082,0
AZ,Mesa,446000,4013420115,0446000-04013420115,499,18.5,36.2,8.4,11,9.3,68.7,19.8,14.9,33.41896388,-111.6208132,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013420115,284.22,0446000-04013420115,76,0,1,41.1,0,16,0.082,0
AZ,Mesa,446000,4013420214,0446000-04013420214,750,16.5,32.9,8.3,10.4,7.3,68.8,17.5,13.1,33.4176144,-111.7029648,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013420214,267.13,0446000-04013420214,76,0,1,41.1,0,16,0.082,0
AZ,Mesa,446000,4013422627,0446000-04013422627,248,18,22.1,4.1,10.9,3.7,61.1,21.3,15.5,33.40966007,-111.6419309,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013422627,284.22,0446000-04013422627,76,0,1,41.1,0,16,0.082,0
AZ,Mesa,446000,4013422630,0446000-04013422630,391,11.3,57.6,17,10.5,18,82.7,14.1,10.6,33.39546186,-111.6280389,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013422630,274.32,0446000-04013422630,76,0,1,41.1,0,16,0.082,0
AZ,Mesa,446000,4013422639,0446000-04013422639,547,11,28.4,7.6,10,5.5,68.5,13.7,11.2,33.38943008,-111.693856,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013422639,412.15,0446000-04013422639,76,0,1,41.1,0,16,0.082,0
AZ,Mesa,446000,4013817600,0446000-04013817600,222,15.6,28.4,5.7,11.1,5.6,64.8,20.7,15.5,33.30368549,-111.6335862,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013817600,306.09,0446000-04013817600,76,0,1,41.1,0,16,0.082,1
AZ,Peoria,454050,4013040521,0454050-04013040521,56,12.2,17.9,3.8,9.4,2.6,61.1,14.9,11.5,33.73323839,-112.2975291,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013040521,500.1,0454050-04013040521,79,0,1,40,0,2,0.077,0
AZ,Peoria,454050,4013071506,0454050-04013071506,152,12,25.4,5.4,11.2,4.2,65,19.4,14.4,33.61989829,-112.2568599,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013071506,330.86,0454050-04013071506,79,0,1,40,0,2,0.077,0
AZ,Peoria,454050,4013071802,0454050-04013071802,252,9.2,54.5,16.9,10.1,15,83.3,11.6,9.4,33.57505197,-112.2710004,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013071802,330.86,0454050-04013071802,79,0,1,40,0,2,0.077,0
AZ,Phoenix,455000,4013113400,0455000-04013113400,684,32.1,31.1,4.4,10,10.3,61.2,24.2,18.6,33.45495925,-112.0258112,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013113400,490.8,0455000-04013113400,83,0,4,86.2,0,11,0.078,1
AZ,Phoenix,455000,4013116733,0455000-04013116733,283,7.8,27.8,7,9.5,4.6,68.7,13.3,10.2,33.33638878,-112.0698144,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013116733,583.81,0455000-04013116733,83,0,4,86.2,0,11,0.078,0
AZ,Phoenix,455000,4013217300,0455000-04013217300,120,6,35.2,11.2,9.5,6.9,75.5,9.2,8.5,33.50538365,-111.9416895,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013217300,858.09,0455000-04013217300,96,0,0,18.1,0,8,0.08,1
AZ,Phoenix,455000,4013610100,0455000-04013610100,881,9.9,23,5.6,10.1,3.6,65.2,16.4,11.8,33.88828353,-112.1453488,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013610100,288.06,0455000-04013610100,79,0,1,40,0,2,0.077,0
AZ,Phoenix,455000,4013614300,0455000-04013614300,52,9.2,24.1,6.1,9.9,3.7,65.8,14.5,11,33.68587348,-112.1550564,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013614300,418,0455000-04013614300,79,0,1,40,0,2,0.077,0
AZ,Scottsdale,465000,4013105002,0465000-04013105002,201,5.1,34,12.3,8.5,6.9,76.2,6.5,6.8,33.51105104,-111.9358112,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013105002,858.09,0465000-04013105002,96,0,0,18.1,0,8,0.08,0
AZ,Scottsdale,465000,4013613000,0465000-04013613000,151,5.8,42.2,14.1,9.2,9,79.8,8.7,7.4,33.78919278,-111.9418109,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013613000,308.07,0465000-04013613000,77,0,0,32.6,0,19,0.084,0
AZ,Scottsdale,465000,4013613200,0465000-04013613200,907,8.6,33.4,8.5,10.5,6.7,70.6,15.3,11.8,33.75534567,-111.9309481,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013613200,308.07,0465000-04013613200,77,0,0,32.6,0,19,0.084,0
AZ,Surprise,471510,4013071505,0471510-04013071505,404,8.6,51.8,16.7,10.1,13.6,82.5,11.5,9.2,33.63518429,-112.3103256,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013071505,330.86,0471510-04013071505,79,0,1,40,0,2,0.077,0
AZ,Tempe,473000,4013810600,0473000-04013810600,81,6.9,30.6,8.7,9.7,5.4,71,12.3,9.7,33.32783196,-111.9155546,4013,Arizona ,AZ,Maricopa ,4013,19236.144538,23491.800939,24438.769217,19390.408226,28969.055858,13932.196146,18367.444481,21760.123716,29288.119738,420326.9708162,4013810600,349.54,0473000-04013810600,85,0,0,34.5,0,0,0.068,0
AZ,Tucson,477000,4019000100,0477000-04019000100,514,11.4,29.1,7.2,8.9,6.4,65.7,14.8,11.1,32.22086448,-110.9710635,4019,Arizona ,AZ,Pima ,4019,17771.897759,20259.806206,21949.573816,16725.419259,26127.965936,12572.355264,16780.825407,19943.942673,26421.628733,370244.9558775,4019000100,352.56,0477000-04019000100,123,0,0,21.7,0,1,0.074,0
AZ,Tucson,477000,4019004053,0477000-04019004053,326,9.3,25,7.3,10,4.3,66.8,14.3,11.1,32.26039503,-110.8095857,4019,Arizona ,AZ,Pima ,4019,17771.897759,20259.806206,21949.573816,16725.419259,26127.965936,12572.355264,16780.825407,19943.942673,26421.628733,370244.9558775,4019004053,571.98,0477000-04019004053,123,0,0,21.7,0,1,0.074,0
AZ,Tucson,477000,4019004061,0477000-04019004061,93,11,25.1,5.6,9.7,4.2,64.2,18.2,12.5,32.03521211,-110.70824,4019,Arizona ,AZ,Pima ,4019,17771.897759,20259.806206,21949.573816,16725.419259,26127.965936,12572.355264,16780.825407,19943.942673,26421.628733,370244.9558775,4019004061,306.02,0477000-04019004061,123,0,0,21.7,0,1,0.074,0
AZ,Tucson,477000,4019004310,0477000-04019004310,264,18.9,26.3,5.2,9.7,4.9,63.6,18.7,13.8,32.17310451,-111.0077432,4019,Arizona ,AZ,Pima ,4019,17771.897759,20259.806206,21949.573816,16725.419259,26127.965936,12572.355264,16780.825407,19943.942673,26421.628733,370244.9558775,4019004310,258.91,0477000-04019004310,123,0,0,21.7,0,1,0.074,1
AZ,Tucson,477000,4019004506,0477000-04019004506,204,27,23.6,3.9,10.3,4.1,59.8,22.8,16.9,32.31036247,-111.038031,4019,Arizona ,AZ,Pima ,4019,17771.897759,20259.806206,21949.573816,16725.419259,26127.965936,12572.355264,16780.825407,19943.942673,26421.628733,370244.9558775,4019004506,319.43,0477000-04019004506,123,0,0,21.7,0,1,0.074,0
AZ,Tucson,477000,4019004513,0477000-04019004513,309,17.4,32.1,7.2,10.3,7.3,66.1,20.6,14.9,32.28086752,-110.9974022,4019,Arizona ,AZ,Pima ,4019,17771.897759,20259.806206,21949.573816,16725.419259,26127.965936,12572.355264,16780.825407,19943.942673,26421.628733,370244.9558775,4019004513,319.43,0477000-04019004513,123,0,0,21.7,0,1,0.074,0
AZ,Tucson,477000,4019004613,0477000-04019004613,426,16.5,24.8,5,10.4,4.6,62.1,21.5,15,32.31634744,-111.0412557,4019,Arizona ,AZ,Pima ,4019,17771.897759,20259.806206,21949.573816,16725.419259,26127.965936,12572.355264,16780.825407,19943.942673,26421.628733,370244.9558775,4019004613,422.77,0477000-04019004613,123,0,0,21.7,0,1,0.074,0
AZ,Tucson,477000,4019004725,0477000-04019004725,631,12.5,18.3,4.3,9.3,3.2,60.5,14.1,12,32.29826785,-110.9706552,4019,Arizona ,AZ,Pima ,4019,17771.897759,20259.806206,21949.573816,16725.419259,26127.965936,12572.355264,16780.825407,19943.942673,26421.628733,370244.9558775,4019004725,604.43,0477000-04019004725,123,0,0,21.7,0,1,0.074,0
AZ,Tucson,477000,4019004726,0477000-04019004726,367,7.9,22.5,6.7,8.2,3.8,66.3,9.6,8.3,32.29564477,-110.9552257,4019,Arizona ,AZ,Pima ,4019,17771.897759,20259.806206,21949.573816,16725.419259,26127.965936,12572.355264,16780.825407,19943.942673,26421.628733,370244.9558775,4019004726,604.43,0477000-04019004726,123,0,0,21.7,0,1,0.074,0
AZ,Tucson,477000,4019005300,0477000-04019005300,697,8.4,26.7,7.4,9.4,4.9,67.3,14,10.6,32.24120988,-110.7837692,4019,Arizona ,AZ,Pima ,4019,17771.897759,20259.806206,21949.573816,16725.419259,26127.965936,12572.355264,16780.825407,19943.942673,26421.628733,370244.9558775,,,0477000-04019005300,123,0,0,21.7,0,1,0.074,0
AZ,Yuma,485540,4027000403,0485540-04027000403,123,19.2,42.7,8.3,11.6,10.9,68.8,23.7,16.8,32.70875569,-114.659969,4027,Arizona ,AZ,Yuma ,4027,18461.46502,23391.745541,23641.164779,19191.819967,26881.657518,13020.090657,18656.945321,18712.273394,28165.284241,388986.75789700006,4027000403,325.87,0485540-04027000403,149,0,2,51,0,10,0.079,0
AZ,Yuma,485540,4027000404,0485540-04027000404,475,38.8,40.4,8,11.2,12.6,66.4,21.4,17.6,32.71804159,-114.6530284,4027,Arizona ,AZ,Yuma ,4027,18461.46502,23391.745541,23641.164779,19191.819967,26881.657518,13020.090657,18656.945321,18712.273394,28165.284241,388986.75789700006,4027000404,325.87,0485540-04027000404,149,0,2,51,0,10,0.079,0
AZ,Yuma,485540,4027011107,0485540-04027011107,465,13.9,28,6.4,8.7,5.1,65.6,13.4,10.5,32.66381754,-114.5605745,4027,Arizona ,AZ,Yuma ,4027,18461.46502,23391.745541,23641.164779,19191.819967,26881.657518,13020.090657,18656.945321,18712.273394,28165.284241,388986.75789700006,4027011107,214.82,0485540-04027011107,149,0,2,51,0,10,0.079,1
AZ,Yuma,485540,4027011700,0485540-04027011700,454,12.6,47.4,13.9,9.8,12,77.9,12.1,9.6,32.67670998,-114.4684678,4027,Arizona ,AZ,Yuma ,4027,18461.46502,23391.745541,23641.164779,19191.819967,26881.657518,13020.090657,18656.945321,18712.273394,28165.284241,388986.75789700006,4027011700,214.82,0485540-04027011700,149,0,2,51,0,10,0.079,0
AR,Fayetteville,523290,5143010503,0523290-05143010503,625,10.3,21.9,3.7,9,2.8,63.3,17.3,13.7,36.11865506,-94.16204508,5143,Arkansas ,AR,Washington ,5143,20456.90142,22603.447098,24230.162295,18264.644888,28135.116641,14015.771692,18917.881806,16854.574391,32177.926513,403572.6142115,5143010503,447.42,0523290-05143010503,165,0,0,22.2,0,0,0.063,0
AR,Fayetteville,523290,5143011001,0523290-05143011001,562,12.7,34.2,6.3,8.8,5.9,67.9,19.6,13.8,36.03308447,-94.19985709,5143,Arkansas ,AR,Washington ,5143,20456.90142,22603.447098,24230.162295,18264.644888,28135.116641,14015.771692,18917.881806,16854.574391,32177.926513,403572.6142115,5143011001,519.07,0523290-05143011001,165,0,0,22.2,0,0,0.063,0
AR,Fort Smith,524550,5131010301,0524550-05131010301,137,11.2,29.7,5.2,9.3,4.9,68.6,23.6,15.2,35.26683989,-94.37153115,5131,Arkansas ,AR,Sebastian ,5131,21870.865796,25320.950412,26985.488838,20428.186712,29259.417955,14689.822116,19977.932296,26504.730911,35272.566139,449884.77017319994,5131010301,194.23,0524550-05131010301,165,0,0,22.2,0,0,0.063,0
AR,Jonesboro,535710,5031000900,0535710-05031000900,92,12.2,43.9,9.3,9.6,11.2,74.4,23.7,15.7,35.77438489,-90.57582053,5031,Arkansas ,AR,Craighead ,5031,22615.961102,24233.515561,24662.531222,20400.104083,30242.775624,14550.521028,19152.09792,22702.661996,30700.643167,459221.619411,5031000900,270.18,0535710-05031000900,165,0,0,22.2,0,0,0.063,0
AR,Little Rock,541000,5119000200,0541000-05119000200,864,17.1,47.2,6.2,10.8,7.4,75.6,25.2,14.9,34.73087632,-92.22930827,5119,Arkansas ,AR,Pulaski ,5119,20203.659348,24421.939577,25123.111897,19196.743531,27733.815917,14173.700151,18041.218615,23062.252283,32743.311748,420419.2274265,5119000200,251.48,0541000-05119000200,165,0,0,22.2,0,0,0.063,0
AR,Little Rock,541000,5119004006,0541000-05119004006,395,18.4,39.4,3.8,10.5,4.8,71.7,26.3,16.3,34.63740056,-92.34532324,5119,Arkansas ,AR,Pulaski ,5119,20203.659348,24421.939577,25123.111897,19196.743531,27733.815917,14173.700151,18041.218615,23062.252283,32743.311748,420419.2274265,5119004006,203.45,0541000-05119004006,165,0,0,22.2,0,0,0.063,0
AR,Little Rock,541000,5119004007,0541000-05119004007,881,15.9,49.7,7.1,11.2,9,76.7,25.6,15.8,34.7067108,-92.18285304,5119,Arkansas ,AR,Pulaski ,5119,20203.659348,24421.939577,25123.111897,19196.743531,27733.815917,14173.700151,18041.218615,23062.252283,32743.311748,420419.2274265,5119004007,203.45,0541000-05119004007,165,0,0,22.2,0,0,0.063,0
AR,Springdale,566080,5007021311,0566080-05007021311,987,8.5,25.3,5.8,8.8,4.6,69.3,16,12.1,36.22388525,-94.2145134,5007,Arkansas ,AR,Benton ,5007,19273.245481,23246.002917,22751.612898,18522.71127,25589.473839,13563.935714,16604.220474,21373.864154,30252.586213,408479.86533770006,5007021311,411.44,0566080-05007021311,165,0,0,22.2,0,0,0.063,0
AR,Springdale,566080,5007021406,0566080-05007021406,869,17.6,22.6,3.7,9.6,3.9,65.9,22,16.2,36.22833201,-94.12528143,5007,Arkansas ,AR,Benton ,5007,19273.245481,23246.002917,22751.612898,18522.71127,25589.473839,13563.935714,16604.220474,21373.864154,30252.586213,408479.86533770006,5007021406,396.08,0566080-05007021406,165,0,0,22.2,0,0,0.063,0
AR,Springdale,566080,5143010101,0566080-05143010101,505,16.4,33.3,5.2,9.1,5.6,66.5,22.1,15.4,36.18147091,-94.09254419,5143,Arkansas ,AR,Washington ,5143,20456.90142,22603.447098,24230.162295,18264.644888,28135.116641,14015.771692,18917.881806,16854.574391,32177.926513,403572.6142115,5143010101,396.08,0566080-05143010101,165,0,0,22.2,0,0,0.063,0
AR,Springdale,566080,5143010102,0566080-05143010102,408,9.6,31.5,6.5,8.1,5,68.8,14.1,11,36.15020134,-94.08641176,5143,Arkansas ,AR,Washington ,5143,20456.90142,22603.447098,24230.162295,18264.644888,28135.116641,14015.771692,18917.881806,16854.574391,32177.926513,403572.6142115,5143010102,447.42,0566080-05143010102,165,0,0,22.2,0,0,0.063,0
CA,Anaheim,602000,6059011714,0602000-06059011714,499,14.4,16.1,2.8,7.3,1.9,60.2,10.1,10.8,33.85696948,-117.8543201,6059,California ,CA,Orange ,6059,22194.141099,25826.836306,28814.646225,22921.294992,29687.26363,15013.912722,20016.0035,31796.190657,34776.470824,462626.763632,6059011714,1158.45,0602000-06059011714,308,0,9,56.2,0,4,0.076,0
CA,Anaheim,602000,6059075813,0602000-06059075813,378,6.7,29.4,7.8,8.2,5.1,70.4,9.9,9.6,33.83716167,-117.8191307,6059,California ,CA,Orange ,6059,22194.141099,25826.836306,28814.646225,22921.294992,29687.26363,15013.912722,20016.0035,31796.190657,34776.470824,462626.763632,6059075813,406.98,0602000-06059075813,308,0,9,56.2,0,4,0.076,0
CA,Anaheim,602000,6059087703,0602000-06059087703,578,17.9,28.9,4.9,8.2,5.5,65.9,14.8,13.2,33.80640148,-117.9607879,6059,California ,CA,Orange ,6059,22194.141099,25826.836306,28814.646225,22921.294992,29687.26363,15013.912722,20016.0035,31796.190657,34776.470824,462626.763632,6059087703,1074.26,0602000-06059087703,308,0,9,56.2,0,4,0.076,0
CA,Anaheim,602000,6059088402,0602000-06059088402,805,20.3,20.3,2.7,8.9,2.9,59.4,16.7,15.6,33.79425631,-117.9161662,6059,California ,CA,Orange ,6059,22194.141099,25826.836306,28814.646225,22921.294992,29687.26363,15013.912722,20016.0035,31796.190657,34776.470824,462626.763632,6059088402,853.7,0602000-06059088402,308,0,9,56.2,0,4,0.076,0
CA,Anaheim,602000,6059110201,0602000-06059110201,758,12.7,41.6,9.6,7.3,8.6,77.5,8.6,8.6,33.83284196,-118.0048626,6059,California ,CA,Orange ,6059,22194.141099,25826.836306,28814.646225,22921.294992,29687.26363,15013.912722,20016.0035,31796.190657,34776.470824,462626.763632,6059110201,1383.95,0602000-06059110201,308,0,9,56.2,0,4,0.076,0
CA,Antioch,602252,6013313103,0602252-06013313103,498,12,20.7,3.4,8.8,2.7,63.4,14.2,12.1,37.98720416,-121.8566329,6013,California ,CA,Contra Costa ,6013,19477.736543,22711.079617,25739.062938,18236.522496,27799.568452,13534.709865,19629.286057,15427.686965,28285.995635,400649.40813249996,6013313103,873.04,0602252-06013313103,183,0,6,89.4,0,0,0.07,0
CA,Apple Valley,602364,6071009708,0602364-06071009708,356,11.7,40.3,8.5,10.1,9.7,71.8,20.1,15.6,34.44862331,-117.1828263,6071,California ,CA,San Bernardino ,6071,24912.613558,29123.253377,29125.34117,24087.949369,29264.501704,17130.316455,23074.475799,25396.801816,38864.742296,498107.3825280001,6071009708,471.53,0602364-06071009708,356,0,0,29.3,0,17,0.081,0
CA,Bakersfield,603526,6029000906,0603526-06029000906,707,18.3,31.2,5.7,10.2,5.9,64.7,18.8,15.6,35.38142174,-118.9353517,6029,California ,CA,Kern ,6029,20367.547378,25978.980211,24668.43177,20777.230789,27740.299864,14628.520332,18533.718196,20981.418073,34076.628468,437797.1160892999,6029000906,546.14,0603526-06029000906,243,0,2,56,0,85,0.104,0
CA,Bakersfield,603526,6029000907,0603526-06029000907,575,21.9,28.3,4,10.3,4.6,62.5,20,17.3,35.38030828,-118.9202628,6029,California ,CA,Kern ,6029,20367.547378,25978.980211,24668.43177,20777.230789,27740.299864,14628.520332,18533.718196,20981.418073,34076.628468,437797.1160892999,6029000907,546.14,0603526-06029000907,243,0,2,56,0,85,0.104,0
CA,Bakersfield,603526,6029000909,0603526-06029000909,811,7.8,34.5,8.9,8.8,6.2,71.5,11.1,10,35.3900098,-118.9357075,6029,California ,CA,Kern ,6029,20367.547378,25978.980211,24668.43177,20777.230789,27740.299864,14628.520332,18533.718196,20981.418073,34076.628468,437797.1160892999,6029000909,546.14,0603526-06029000909,243,0,2,56,0,85,0.104,0
CA,Bakersfield,603526,6029001000,0603526-06029001000,878,17.5,27.7,4.6,9.8,4.6,61.9,20.2,15.8,35.38570144,-118.8794386,6029,California ,CA,Kern ,6029,20367.547378,25978.980211,24668.43177,20777.230789,27740.299864,14628.520332,18533.718196,20981.418073,34076.628468,437797.1160892999,6029001000,546.14,0603526-06029001000,243,0,2,56,0,85,0.104,0
CA,Bakersfield,603526,6029001201,0603526-06029001201,176,22.1,34.7,4.3,10.1,7.9,61.5,25.8,19.3,35.38620667,-118.9696564,6029,California ,CA,Kern ,6029,20367.547378,25978.980211,24668.43177,20777.230789,27740.299864,14628.520332,18533.718196,20981.418073,34076.628468,437797.1160892999,6029001201,546.14,0603526-06029001201,243,0,2,56,0,85,0.104,0
CA,Bakersfield,603526,6029002700,0603526-06029002700,571,22.3,36.1,5.6,10.6,8,64.8,21.8,18.2,35.34609941,-119.0299348,6029,California ,CA,Kern ,6029,20367.547378,25978.980211,24668.43177,20777.230789,27740.299864,14628.520332,18533.718196,20981.418073,34076.628468,437797.1160892999,6029002700,489.67,0603526-06029002700,243,0,2,56,0,85,0.104,0
CA,Bakersfield,603526,6029003103,0603526-06029003103,152,20.3,37,5.4,11.9,7.6,64.3,26.6,20.3,35.31120401,-118.9931303,6029,California ,CA,Kern ,6029,20367.547378,25978.980211,24668.43177,20777.230789,27740.299864,14628.520332,18533.718196,20981.418073,34076.628468,437797.1160892999,6029003103,457.63,0603526-06029003103,243,0,2,56,0,85,0.104,0
