Submission_ID,Facility_Name,Facility_City,Facility_State,Facility_County,Facility_Zip_Code,Facility_Latitude,Facility_Longitude,FRS_ID,AFS_NUMBER,Location_ID,Location_Name,Is_Location_Controlled,Duct_Diameter,Permit_Source_Name,Permit_Source_ID,Air_Permit_Number,SCC,NAICS,Process_Description,TEST_RUN_VALUE,AVERAGE_VALUE,Calculated_Average,Test_Run_Number,Pollutant_Name,CAS_Number,NEI_Pollutant_Code,POLLUTANT_UNIT,Measure,Material,Action,Detection_Limit_Flag,Test_Report_Rating,Test_Run_Date,Test_Method_Notes,Test_Method,Testing_Company,Testing_Project_Number,ERT_Version,Test_Report_Reference,Control_1,Control_2,Control_3,Control_4,Control_5,PROCESS_PARAMETER,PROCESS_PARAMETER_RATE,PROCESS_PARAMETER_VALUE,Regulation_Description,Regulatory_Limit,Stack_Temperature_F,Stack_Flow_Rate_acfm,Method_Mass_A,Method_Mass_B,Mass_Units,FILTER_TEMPERATURE_1_F,Filter_Temperature_2_F,Emissions_Value_LB_MMBtu_CO2,Emissions_Value_LB_MMBtu_O2
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","Combined Duct","0","0.0","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","0.00E+00","N/A","0","Run 3","Carbon Monoxide","630-08-0","630-08-0","Lb","Tons","Wood/Bark","Burned"," ","24.5","2016-11-15T00:00:00"," ","Method 10","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","Unknown","","","","Wood/Bark Burned","Tons/hr","57.0"," Major Source Boilers","470.000000 ppm@3%O2"," "," ","17.1343"," ","ppmvd"," "," ","1.83E-02","1.81E-02"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","3.07E-05","N/A","0","Run 1","Chromium","7440-47-3","7440-47-3","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","54.0","","","312.63","158,017.2","5.8"," ","ug","261.0625","261.0625","4.25E-06","4.57E-06"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","2.20E-05","N/A","0","Run 2","Chromium","7440-47-3","7440-47-3","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","55.0","","","316.69","160,804.2","4.6"," ","ug","259.9375","259.9375","3.66E-06","3.31E-06"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.88E-05","N/A","0","Run 3","Chromium","7440-47-3","7440-47-3","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","57.0","","","316.00","159,790.8","4.1"," ","ug","260.5","260.5","3.02E-06","2.97E-06"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","5.39E-05","N/A","0","Run 1","Chromium","7440-47-3","7440-47-3","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","54.0","","","310.94","167,560.7","9.9"," ","ug","260.1875","260.1875","7.06E-06","7.59E-06"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","5.35E-05","N/A","0","Run 2","Chromium","7440-47-3","7440-47-3","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","55.0","","","312.13","168,855.7","11.0"," ","ug","259.9375","259.9375","8.48E-06","7.66E-06"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","3.93E-05","N/A","0","Run 3","Chromium","7440-47-3","7440-47-3","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","57.0","","","313.56","176,316.0","8.2"," ","ug","260.1875","260.1875","5.93E-06","5.84E-06"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.32E-01","N/A","0","Run 1","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","54.0","","","312.63","158,017.2","24.9"," ","mg","261.0625","261.0625","1.82E-02","1.96E-02"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.18E-01","N/A","0","Run 2","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","55.0","","","316.69","160,804.2","24.7"," ","mg","259.9375","259.9375","1.97E-02","1.78E-02"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.36E-01","N/A","0","Run 3","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","57.0","","","316.00","159,790.8","29.8"," ","mg","260.5","260.5","2.19E-02","2.16E-02"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.49E-01","N/A","0","Run 1","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","54.0","","","310.94","167,560.7","27.3"," ","mg","260.1875","260.1875","1.95E-02","2.09E-02"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","2.05E-01","N/A","0","Run 2","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","55.0","","","312.13","168,855.7","42.2"," ","mg","259.9375","259.9375","3.25E-02","2.94E-02"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.84E-01","N/A","0","Run 3","Filterable Particulate","Filterable Particulate","Filterable Particulate","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","57.0","","","313.56","176,316.0","38.3"," ","mg","260.1875","260.1875","2.77E-02","2.73E-02"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","2.11E-02","N/A","0","Run 1","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 26","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","54.0","","","312.60","157,848.3","4200.0"," ","ug","","","2.93E-03","3.15E-03"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","2.11E-02","N/A","0","Run 2","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 26","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","55.0","","","316.70","160,184.9","4600.0"," ","ug","0","0","3.45E-03","3.13E-03"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","3.14E-02","N/A","0","Run 3","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 26","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","57.0","","","316.00","159,312.2","6700.0"," ","ug","","","5.02E-03","4.97E-03"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","2.00E-02","N/A","0","Run 1","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 26","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","54.0","","","310.90","167,504.4","3700.0"," ","ug","","","2.61E-03","2.81E-03"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","2.07E-02","N/A","0","Run 2","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 26","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","55.0","","","312.10","168,743.1","4000.0"," ","ug","","","3.27E-03","2.97E-03"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","3.18E-02","N/A","0","Run 3","Hydrogen Chloride","7647-01-0","7647-01-0","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 26","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","57.0","","","313.60","175,415.1","6100.0"," ","ug","","","4.67E-03","4.62E-03"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","5.35E-05","N/A","0","Run 1","Lead","7439-92-1","7439-92-1","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","54.0","","","312.63","158,017.2","10.1"," ","ug","261.0625","261.0625","7.40E-06","7.96E-06"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","2.87E-05","N/A","0","Run 2","Lead","7439-92-1","7439-92-1","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","55.0","","","316.69","160,804.2","6.0"," ","ug","259.9375","259.9375","4.78E-06","4.32E-06"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","3.05E-05","N/A","0","Run 3","Lead","7439-92-1","7439-92-1","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","57.0","","","316.00","159,790.8","6.7"," ","ug","260.5","260.5","4.93E-06","4.86E-06"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","3.11E-05","N/A","0","Run 1","Lead","7439-92-1","7439-92-1","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","54.0","","","310.94","167,560.7","5.7"," ","ug","260.1875","260.1875","4.06E-06","4.37E-06"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","2.87E-05","N/A","0","Run 2","Lead","7439-92-1","7439-92-1","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","55.0","","","312.13","168,855.7","5.9"," ","ug","259.9375","259.9375","4.55E-06","4.11E-06"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","3.46E-05","N/A","0","Run 3","Lead","7439-92-1","7439-92-1","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","57.0","","","313.56","176,316.0","7.2"," ","ug","260.1875","260.1875","5.20E-06","5.13E-06"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.33E-03","N/A","0","Run 1","Manganese","7439-96-5","7439-96-5","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","54.0","","","312.63","158,017.2","251.0"," ","ug","261.0625","261.0625","1.84E-04","1.98E-04"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","9.82E-04","N/A","0","Run 2","Manganese","7439-96-5","7439-96-5","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","55.0","","","316.69","160,804.2","205.0"," ","ug","259.9375","259.9375","1.63E-04","1.47E-04"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.18E-03","N/A","0","Run 3","Manganese","7439-96-5","7439-96-5","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","57.0","","","316.00","159,790.8","259.0"," ","ug","260.5","260.5","1.91E-04","1.88E-04"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.38E-03","N/A","0","Run 1","Manganese","7439-96-5","7439-96-5","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","54.0","","","310.94","167,560.7","253.0"," ","ug","260.1875","260.1875","1.80E-04","1.94E-04"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.22E-03","N/A","0","Run 2","Manganese","7439-96-5","7439-96-5","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","55.0","","","312.13","168,855.7","251.0"," ","ug","259.9375","259.9375","1.93E-04","1.75E-04"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.31E-03","N/A","0","Run 3","Manganese","7439-96-5","7439-96-5","Lb","Tons","Wood/Bark","Burned","","24.5","2016-11-15T00:00:00"," ","Method 5/29","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","57.0","","","313.56","176,316.0","274.0"," ","ug","260.1875","260.1875","1.98E-04","1.95E-04"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.21E-06","N/A","0","Run 1","Mercury","7439-97-6","7439-97-6","Lb","Tons","Wood/Bark","Burned"," ","24.5","2016-11-15T00:00:00"," ","Method 30B","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","54.0","","","340.4","","6.34","5.77","ng"," "," ","1.67E-07","1.80E-07"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.21E-06","N/A","0","Run 2","Mercury","7439-97-6","7439-97-6","Lb","Tons","Wood/Bark","Burned"," ","24.5","2016-11-15T00:00:00"," ","Method 30B","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","55.0","","","351.8","","5.871","6.25","ng"," "," ","2.01E-07","1.82E-07"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB North","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.07E-06","N/A","0","Run 3","Mercury","7439-97-6","7439-97-6","Lb","Tons","Wood/Bark","Burned"," ","24.5","2016-11-15T00:00:00"," ","Method 30B","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","57.0","","","351","","5.44","5.641","ng"," "," ","1.72E-07","1.70E-07"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.19E-06","N/A","0","Run 1","Mercury","7439-97-6","7439-97-6","Lb","Tons","Wood/Bark","Burned"," ","24.5","2016-11-15T00:00:00"," ","Method 30B","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","54.0","","","307.3","","6.48","5.87","ng"," "," ","1.56E-07","1.68E-07"
"80768977","Resolute Forest Products, Calhoun Operations","Calhoun","TN","Mc Minn Co","373095249","35.29763","-84.75578","110056955157","4710700012"," ","BFB South","0","92.75","BFB Boiler","54-0012-30","TDEC Permit No. 563810","10200912","322122"," ","1.40E-06","N/A","0","Run 2","Mercury","7439-97-6","7439-97-6","Lb","Tons","Wood/Bark","Burned"," ","24.5","2016-11-15T00:00:00"," ","Method 30B","Alliance Source Testing, LLC","2016-0530","V5","Facility: Resolute Forest Products, Calhoun Operations - Calhoun, TN - Testing Company:  Alliance Source Testing, LLC - 12/29/2016","Unknown","","","","","Wood/Bark Burned","Tons/hr","55.0","","","310.38","","7.17","7.6","ng"," "," ","2.21E-07","2.00E-07"
